Superficie;Poblacio00-02;Poblacio03-11;Poblacio12-15;Poblacio16-17;Poblacio18-24;Poblacio25-34;Poblacio35-49;Poblacio50-64;Poblacio65-74;Poblacio75 i +;PoblacioTotal;SuperficieKm2;PoblacioPerKm2;Habitants2018;Habitants2019;Habitants2020;Habitatges2018;Habitatges2019;Habitatges2020;HabitantsPerKm2_2018;HabitantsPerKm2_2019;HabitantsPerKm2_2020
12580080;6465;23128;10506;5066;20512;36961;66861;50826;25337;28658;274320;12,58008;21806;269900;277766;274320;109329;109826;110519;21455;22080;21806
