WKT,id,description,name,Superficie
"POLYGON Z ((2.108403 41.346612 0,2.108152 41.347396 0,2.108158 41.347415 0,2.108174 41.347439 0,2.108191 41.347465 0,2.108218 41.347488 0,2.108324 41.347515 0,2.108401 41.347528 0,2.108499 41.347541 0,2.108568 41.347549 0,2.108656 41.347557 0,2.108796 41.347556 0,2.108911 41.347545 0,2.109023 41.347526 0,2.109073 41.347509 0,2.10912 41.347489 0,2.109173 41.347479 0,2.109234 41.347485 0,2.109301 41.347508 0,2.109421 41.347569 0,2.10987 41.347681 0,2.109879 41.347652 0,2.110253 41.347744 0,2.110633 41.347827 0,2.110677 41.347949 0,2.110522 41.348087 0,2.110259 41.348035 0,2.110159 41.348268 0,2.110515 41.348345 0,2.110224 41.349016 0,2.110061 41.349398 0,2.109965 41.349583 0,2.10894 41.349339 0,2.108934 41.349399 0,2.108936 41.349472 0,2.108942 41.349516 0,2.108973 41.349526 0,2.109013 41.349629 0,2.109046 41.349685 0,2.109064 41.349709 0,2.10905 41.349739 0,2.109331 41.349813 0,2.109382 41.3497 0,2.109788 41.34978 0,2.111002 41.350089 0,2.11102 41.350092 0,2.111038 41.350093 0,2.111053 41.350093 0,2.111066 41.350092 0,2.111077 41.350091 0,2.111095 41.350087 0,2.11111 41.350082 0,2.111125 41.350075 0,2.11114 41.350066 0,2.111152 41.350058 0,2.111163 41.350048 0,2.111172 41.350038 0,2.111182 41.350021 0,2.111208 41.349949 0,2.111334 41.349679 0,2.111467 41.349458 0,2.11165 41.349137 0,2.111827 41.348863 0,2.111945 41.348621 0,2.111983 41.34839 0,2.111971 41.348175 0,2.111874 41.347972 0,2.111761 41.347752 0,2.111542 41.347542 0,2.111334 41.347428 0,2.110807 41.347164 0,2.11044 41.346971 0,2.109986 41.346797 0,2.109626 41.347154 0,2.109588 41.347186 0,2.109536 41.347217 0,2.109459 41.34725 0,2.109391 41.347265 0,2.109298 41.347274 0,2.109157 41.347263 0,2.109082 41.347253 0,2.108993 41.347233 0,2.108881 41.347197 0,2.108797 41.347155 0,2.108743 41.347126 0,2.10867 41.34708 0,2.108618 41.347039 0,2.108571 41.346994 0,2.108533 41.346947 0,2.108496 41.346886 0,2.10848 41.346843 0,2.108466 41.346798 0,2.108458 41.34676 0,2.108456 41.346733 0,2.108457 41.346678 0,2.108451 41.346627 0,2.108403 41.346612 0))","2",,Parc de Bellvitge,"49603"
