WKT;Name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon;osm_id;building;building:material;access:roof;addr:street;addr:housenumber;roof:material;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
MULTIPOLYGON (((2.1082973 41.3618792,2.1083353 41.36183,2.1083753 41.3618471,2.1084411 41.3618751,2.1084667 41.361886,2.1085459 41.3619197,2.1085132 41.3619662,2.1084271 41.3619318,2.1084371 41.3619157,2.1084026 41.3619024,2.1083926 41.3619167,2.1082973 41.3618792)));;;;;;;-1;0;-1;;;704277916;yes;;;;;;117;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1083753 41.3618471,2.1084079 41.3618021,2.1085813 41.3618719,2.1085459 41.3619197,2.1084667 41.361886,2.1084786 41.3618699,2.108453 41.3618599,2.1084411 41.3618751,2.1083753 41.3618471)));;;;;;;-1;0;-1;;;704277917;yes;;;;;;92;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1083663 41.3617855,2.1084503 41.3616713,2.1085054 41.3616947,2.1085971 41.3617337,2.1086295 41.3617475,2.1086645 41.3617623,2.1085813 41.3618719,2.1084079 41.3618021,2.1083663 41.3617855)));;;;;;;-1;0;-1;;;704277918;yes;;;;;;292;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1085054 41.3616947,2.1085432 41.3616401,2.1086193 41.361672,2.1086541 41.3616865,2.1087034 41.3617072,2.1086645 41.3617623,2.1086295 41.3617475,2.1086459 41.3617264,2.108614 41.3617145,2.1085971 41.3617337,2.1085054 41.3616947)));;;;;;;-1;0;-1;;;704277919;yes;;;;;;97;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1085432 41.3616401,2.1085857 41.3615863,2.1086529 41.3616149,2.108637 41.3616368,2.1086574 41.3616434,2.1086733 41.3616208,2.108745 41.3616507,2.1087034 41.3617072,2.1086541 41.3616865,2.1086618 41.361678,2.1086229 41.361664,2.1086193 41.361672,2.1085432 41.3616401)));;;;;;;-1;0;-1;;;704277920;yes;;;;;;99;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1085308 41.3615637,2.1085671 41.3615133,2.108729 41.3615797,2.108752 41.3616394,2.108745 41.3616507,2.1086733 41.3616208,2.10866 41.3616149,2.1086662 41.3616069,2.1086229 41.3615896,2.1086273 41.361581,2.1086052 41.3615737,2.1085999 41.3615797,2.1085795 41.3615737,2.1085751 41.3615823,2.1085308 41.3615637)));;;;;;;-1;0;-1;;;704277921;yes;;;;;;105;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1061286 41.3617473,2.1061746 41.3616675,2.1062281 41.3616885,2.1063622 41.3616931,2.1063002 41.3618056,2.1061286 41.3617473)));;;;;;;-1;0;-1;;;704278767;yes;;;;;;170;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1060711 41.3618469,2.1061286 41.3617473,2.1063002 41.3618056,2.1065728 41.3618906,2.1064984 41.3619849,2.1060711 41.3618469)));;;;;;;-1;0;-1;;;704278768;yes;;;;;;473;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.106042 41.3618975,2.1060711 41.3618469,2.1064984 41.3619849,2.1064613 41.362034,2.1063965 41.3620129,2.1063164 41.3619868,2.106042 41.3618975)));;;;;;;-1;0;-1;;;704278769;yes;;;;;;238;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1059846 41.361997,2.106042 41.3618975,2.1063164 41.3619868,2.1062489 41.3620805,2.1061911 41.3620623,2.1059846 41.361997)));;;;;;;-1;0;-1;;;704278770;yes;;;;;;292;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1059583 41.3620426,2.1059846 41.361997,2.1061911 41.3620623,2.1061622 41.3621084,2.1059583 41.3620426)));;;;;;;-1;0;-1;;;704278771;yes;;;;;;104;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1059521 41.3620533,2.1059583 41.3620426,2.1061622 41.3621084,2.106187 41.3621151,2.1061423 41.3621819,2.1059834 41.3621173,2.1059521 41.3620533)));;;;;;;-1;0;-1;;;704278772;yes;;;;;;136;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1063094 41.3622499,2.1064613 41.362034,2.1064984 41.3619849,2.1065728 41.3618906,2.1066135 41.3619079,2.1066064 41.3619198,2.1066259 41.3619305,2.1066347 41.3619172,2.1066966 41.3619437,2.1064423 41.3623039,2.1063094 41.3622499)));;;;;;;-1;0;-1;;;704278773;yes;;;;;;566;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1062481 41.3622249,2.1063489 41.3620809,2.1063965 41.3620129,2.1064613 41.362034,2.1063094 41.3622499,2.1062481 41.3622249)));;;;;;;-1;0;-1;;;704278774;yes;;;;;;158;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1061869 41.3622,2.1062879 41.3620606,2.1063489 41.3620809,2.1062481 41.3622249,2.1061869 41.3622)));;;;;;;-1;0;-1;;;704278775;yes;;;;;;102;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1064423 41.3623039,2.1066966 41.3619437,2.1068612 41.3620088,2.1066005 41.3623682,2.1064423 41.3623039)));;;;;;;-1;0;-1;;;704278776;yes;;;;;;694;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1066005 41.3623682,2.1068612 41.3620088,2.1070152 41.3620752,2.1069615 41.3621524,2.1068524 41.3623091,2.1068192 41.3623568,2.106799 41.3623857,2.1067647 41.362435,2.1066005 41.3623682)));;;;;;;-1;0;-1;;;704278777;yes;;;;;;690;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1066399 41.3617853,2.1066434 41.3617789,2.1068364 41.3615105,2.1069601 41.3615774,2.1069333 41.3616184,2.1069191 41.3616138,2.1069028 41.3616336,2.106917 41.3616412,2.1069063 41.3616569,2.1068883 41.361683,2.1068845 41.3616885,2.1068703 41.3616824,2.1068418 41.3617129,2.1068561 41.3617206,2.1068297 41.3617601,2.1068195 41.3617755,2.1067524 41.3617526,2.1067239 41.3617908,2.1067463 41.3617984,2.1067382 41.3618182,2.1066399 41.3617853)));;;;;;;-1;0;-1;;;704278920;yes;;;;;;377;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1068297 41.3617601,2.1068561 41.3617206,2.1068845 41.3616885,2.1068883 41.361683,2.1070214 41.3617516,2.1070418 41.3617295,2.1069063 41.3616569,2.106917 41.3616412,2.1069333 41.3616184,2.1069601 41.3615774,2.1072567 41.3617377,2.1072024 41.3618134,2.1070814 41.3617493,2.1070591 41.361773,2.1071841 41.3618378,2.1071261 41.3619187,2.1068297 41.3617601)));;;;;;;-1;0;-1;;;704278921;yes;;;;;;610;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1070265 41.3620636,2.1071261 41.3619187,2.1071841 41.3618378,2.1072024 41.3618134,2.1072567 41.3617377,2.1073734 41.3618007,2.1071505 41.3621124,2.1071215 41.3621036,2.1071282 41.3620926,2.1070611 41.3620636,2.107055 41.3620758,2.1070265 41.3620636)));;;;;;;-1;0;-1;;;704278922;yes;;;;;;471;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1071505 41.3621124,2.1073734 41.3618007,2.1074871 41.3618622,2.1072725 41.3621612,2.1071505 41.3621124)));;;;;;;-1;0;-1;;;704278923;yes;;;;;;447;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1072725 41.3621612,2.1074871 41.3618622,2.107551 41.3618967,2.1075709 41.3619657,2.1073968 41.3622095,2.1072725 41.3621612)));;;;;;;-1;0;-1;;;704278924;yes;;;;;;417;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1055312 41.3635771,2.105786 41.3632107,2.1061106 41.3633355,2.1058826 41.3636576,2.1055312 41.3635771)));;;;;;;-1;0;-1;;;704293181;yes;;;;;;1312;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1055285 41.3628262,2.1055419 41.3627729,2.1058557 41.3622243,2.1059389 41.3622021,2.1063841 41.3623873,2.1062125 41.3626148,2.106073 41.3625685,2.1060971 41.3625303,2.1060059 41.362492,2.1059925 41.3625283,2.1060194 41.3625343,2.1060086 41.3625605,2.1060462 41.3625685,2.1058665 41.3629007,2.1055285 41.3628262)));;;;;;;-1;0;-1;;;704293182;yes;;;;;;2666;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1084925 41.3621815,2.1087376 41.361845,2.1088194 41.3618292,2.1090564 41.3619247,2.1089886 41.3620167,2.1089069 41.3619869,2.1088567 41.3620535,2.1087785 41.3620211,2.10874 41.3620728,2.1086905 41.3621393,2.108675 41.3621602,2.1086494 41.3621946,2.1086356 41.3622131,2.1085952 41.3622674,2.1085216 41.3622402,2.1084925 41.3621815)));;;;;;;-1;0;-1;;;704981758;yes;;;;;;860;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1087528 41.3623313,2.1089099 41.3621218,2.1089886 41.3620167,2.1090564 41.3619247,2.1092875 41.3620185,2.1093097 41.3620798,2.1090587 41.3623909,2.1089746 41.3624111,2.1087528 41.3623313)));;;;;;;-1;0;-1;;;704981759;yes;;;;;;1315;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1086734 41.3622989,2.1087133 41.3622445,2.1087275 41.3622251,2.1087545 41.3621903,2.1087671 41.3621734,2.10877 41.3621692,2.1087928 41.3621788,2.1088065 41.3621596,2.1087837 41.3621508,2.1088189 41.3621053,2.1088287 41.3620912,2.1089099 41.3621218,2.1087528 41.3623313,2.1086734 41.3622989)));;;;;;;-1;0;-1;;;704981760;yes;;;;;;197;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1085952 41.3622674,2.1086356 41.3622131,2.1086612 41.3622233,2.1086749 41.3622049,2.1086494 41.3621946,2.108675 41.3621602,2.108702 41.3621696,2.1087163 41.3621495,2.1086905 41.3621393,2.10874 41.3620728,2.1088189 41.3621053,2.1087837 41.3621508,2.10877 41.3621692,2.1087671 41.3621734,2.108747 41.3621657,2.1087341 41.3621824,2.1087545 41.3621903,2.1087275 41.3622251,2.1087084 41.3622174,2.1086936 41.3622351,2.1087133 41.3622445,2.1086734 41.3622989,2.1085952 41.3622674)));;;;;;;-1;0;-1;;;704981761;yes;;;;;;163;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1069615 41.3621524,2.1070152 41.3620752,2.1070265 41.3620636,2.107055 41.3620758,2.1071215 41.3621036,2.1071505 41.3621124,2.1072725 41.3621612,2.1073968 41.3622095,2.1073294 41.3623039,2.1070882 41.3622045,2.1069615 41.3621524)));;;;;;;-1;0;-1;;;704983193;yes;;;;;;404;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1070193 41.3623024,2.1070882 41.3622045,2.1073294 41.3623039,2.1072635 41.362396,2.1070193 41.3623024)));;;;;;;-1;0;-1;;;704983194;yes;;;;;;275;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1068192 41.3623568,2.1068524 41.3623091,2.106876 41.3623175,2.1068837 41.3623059,2.1069342 41.3623259,2.10723 41.3624429,2.1071575 41.3625444,2.1070759 41.3625615,2.1069762 41.362521,2.1070147 41.3624672,2.1070316 41.3624435,2.1070172 41.3624376,2.106942 41.3624069,2.1069046 41.3623916,2.106833 41.3623624,2.1068192 41.3623568)));;;;;;;-1;0;-1;;;704983195;yes;;;;;;396;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1067647 41.362435,2.106799 41.3623857,2.1068236 41.3623753,2.106833 41.3623624,2.1069046 41.3623916,2.1068899 41.3624134,2.1069284 41.3624285,2.106942 41.3624069,2.1070172 41.3624376,2.1070085 41.3624504,2.1070147 41.3624672,2.1069762 41.362521,2.1067647 41.362435)));;;;;;;-1;0;-1;;;704983196;yes;;;;;;181;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1069342 41.3623259,2.1069638 41.3622782,2.1070193 41.3623024,2.1072635 41.362396,2.10723 41.3624429,2.1069342 41.3623259)));;;;;;;-1;0;-1;;;704983197;yes;;;;;;162;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1062125 41.3626148,2.1063841 41.3623873,2.1067043 41.362513,2.1065386 41.3627548,2.1062125 41.3626148)));;;;;;;-1;0;-1;;;704983874;yes;;;;;;913;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1060365 41.3628757,2.1062125 41.3626148,2.1065386 41.3627548,2.1063471 41.3630037,2.1063261 41.3629949,2.1063237 41.3629616,2.1060972 41.362874,2.1060599 41.362881,2.1060365 41.3628757)));;;;;;;-1;0;-1;;;704983875;yes;;;;;;914;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.105786 41.3632107,2.1060365 41.3628757,2.1060599 41.362881,2.1060972 41.362874,2.1063237 41.3629616,2.1063261 41.3629949,2.1063471 41.3630037,2.1061106 41.3633355,2.105786 41.3632107)));;;;;;;-1;0;-1;;;704983876;yes;;;;;;1339;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1063011 41.3631117,2.1064353 41.3629148,2.1067869 41.3630567,2.1066528 41.3632505,2.1063011 41.3631117)));;;;;;;-1;0;-1;;;704983877;yes;;;;;;813;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1061629 41.36331,2.1063011 41.3631117,2.1066528 41.3632505,2.1065084 41.3634473,2.1061629 41.36331)));;;;;;;-1;0;-1;;;704983878;yes;;;;;;821;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1060917 41.3634061,2.1061629 41.36331,2.1065084 41.3634473,2.1064393 41.363548,2.1060917 41.3634061)));;;;;;;-1;0;-1;;;704983879;yes;;;;;;408;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1060206 41.3635053,2.1060917 41.3634061,2.1064393 41.363548,2.1063702 41.3636456,2.1060206 41.3635053)));;;;;;;-1;0;-1;;;704983880;yes;;;;;;411;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1064353 41.3629148,2.1065105 41.3628172,2.1068621 41.3629576,2.1067869 41.3630567,2.1064353 41.3629148)));;;;;;;-1;0;-1;;;704983881;yes;;;;;;420;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1092608 41.3625191,2.1096391 41.3620406,2.1097967 41.3621099,2.1097712 41.3621426,2.1097305 41.362195,2.109721 41.3622072,2.109651 41.3622973,2.109576 41.3623938,2.1095643 41.3623903,2.1094628 41.3625077,2.1094383 41.3624954,2.1094149 41.3625261,2.1094406 41.362534,2.1094067 41.3625734,2.1092608 41.3625191)));;;;;;;-1;0;-1;;;705287595;yes;;;;;;902;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1094067 41.3625734,2.1094406 41.362534,2.1094628 41.3625077,2.1095643 41.3623903,2.109576 41.3623938,2.109651 41.3622973,2.109708 41.3623245,2.1094756 41.3625944,2.1094067 41.3625734)));;;;;;;-1;0;-1;;;705287596;yes;;;;;;213;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1094756 41.3625944,2.109708 41.3623245,2.1097757 41.3623596,2.1095538 41.3626242,2.1094756 41.3625944)));;;;;;;-1;0;-1;;;705287597;yes;;;;;;250;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1095538 41.3626242,2.1097757 41.3623596,2.1098481 41.3623929,2.1096636 41.3626155,2.1095784 41.362633,2.1095538 41.3626242)));;;;;;;-1;0;-1;;;705287598;yes;;;;;;235;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.109651 41.3622973,2.109721 41.3622072,2.1098101 41.3622485,2.1099251 41.3623018,2.1098481 41.3623929,2.1097757 41.3623596,2.109708 41.3623245,2.109651 41.3622973)));;;;;;;-1;0;-1;;;705287599;yes;;;;;;235;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1097305 41.362195,2.1097712 41.3621426,2.109806 41.3621581,2.1098282 41.3621318,2.1098796 41.3621528,2.1098597 41.3621791,2.1098924 41.3621949,2.1099134 41.3621703,2.110001 41.3622106,2.1099251 41.3623018,2.1098101 41.3622485,2.1098212 41.3622352,2.1097305 41.362195)));;;;;;;-1;0;-1;;;705287600;yes;;;;;;204;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1099846 41.3618829,2.1101364 41.3617006,2.1102287 41.3617427,2.1101656 41.3618154,2.1101971 41.3618303,2.110259 41.3617576,2.1103466 41.3617997,2.1101948 41.3619819,2.1101072 41.3619416,2.1101691 41.3618645,2.1101388 41.3618505,2.1100745 41.361925,2.1099846 41.3618829)));;;;;;;-1;0;-1;;;705287601;yes;;;;;;437;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1101364 41.3617006,2.1102497 41.3615569,2.1103279 41.3615955,2.1102847 41.3616463,2.1103209 41.3616647,2.1103617 41.361613,2.1104622 41.3616638,2.1103466 41.3617997,2.110259 41.3617576,2.1102287 41.3617427,2.1101364 41.3617006)));;;;;;;-1;0;-1;;;705287602;yes;;;;;;360;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1102497 41.3615569,2.1102569 41.3615499,2.110272 41.3615322,2.1103372 41.3615648,2.1103641 41.3615315,2.1102993 41.3615003,2.1103192 41.361477,2.1104213 41.3615236,2.1104283 41.3615149,2.1105415 41.3615718,2.1104622 41.3616638,2.1103617 41.361613,2.1103279 41.3615955,2.1102497 41.3615569)));;;;;;;-1;0;-1;;;705287603;yes;;;;;;218;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1103419 41.3614737,2.1104201 41.3613852,2.1106209 41.3614816,2.1105415 41.3615718,2.1104283 41.3615149,2.1103419 41.3614737)));;;;;;;-1;0;-1;;;705287604;yes;;;;;;236;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1105138 41.3612335,2.1105715 41.3611731,2.1105924 41.3611466,2.1106103 41.3611553,2.1106549 41.361177,2.1108077 41.3612511,2.1107342 41.3613422,2.1106527 41.3613048,2.1106186 41.361287,2.1105259 41.3612386,2.1105138 41.3612335)));;;;;;;-1;0;-1;;;705287605;yes;;;;;;256;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1104809 41.3612885,2.1105259 41.3612386,2.1106186 41.361287,2.1106046 41.3613072,2.1106361 41.3613238,2.1106527 41.3613048,2.1107342 41.3613422,2.1106957 41.3613878,2.1105846 41.3613365,2.1104809 41.3612885)));;;;;;;-1;0;-1;;;705287606;yes;;;;;;122;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1105462 41.3613817,2.1105846 41.3613365,2.1106957 41.3613878,2.1106583 41.3614351,2.1105462 41.3613817)));;;;;;;-1;0;-1;;;705287607;yes;;;;;;66;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1104201 41.3613852,2.1104587 41.361337,2.1105462 41.3613817,2.1106583 41.3614351,2.1106209 41.3614816,2.1104201 41.3613852)));;;;;;;-1;0;-1;;;705287608;yes;;;;;;121;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1106549 41.361177,2.11074 41.361075,2.1108544 41.3611135,2.1108778 41.3611722,2.1108077 41.3612511,2.1106549 41.361177)));;;;;;;-1;0;-1;;;705287609;yes;;;;;;211;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1106103 41.3611553,2.1106431 41.3611153,2.1106232 41.3611076,2.1106708 41.3610473,2.11074 41.361075,2.1106549 41.361177,2.1106103 41.3611553)));;;;;;;-1;0;-1;;;705287610;yes;;;;;;74;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1099456 41.3619274,2.1099846 41.3618829,2.1100745 41.361925,2.1100814 41.3619278,2.1100622 41.3619476,2.110089 41.3619627,2.1101072 41.3619416,2.1101948 41.3619819,2.1101561 41.3620301,2.1099456 41.3619274)));;;;;;;-1;0;-1;;;705287611;yes;;;;;;119;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.109908 41.3619737,2.1099456 41.3619274,2.1101561 41.3620301,2.1101177 41.3620766,2.1099652 41.3620018,2.109908 41.3619737)));;;;;;;-1;0;-1;;;705287612;yes;;;;;;127;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1099248 41.36205,2.1099652 41.3620018,2.1101177 41.3620766,2.1100796 41.3621198,2.1099248 41.36205)));;;;;;;-1;0;-1;;;705287613;yes;;;;;;92;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1098292 41.3620666,2.1098496 41.3620454,2.1098796 41.362058,2.1098956 41.3620354,2.1099248 41.36205,2.1100796 41.3621198,2.1100398 41.3621662,2.109986 41.362141,2.1099761 41.3621364,2.1099849 41.3621251,2.1099646 41.3621144,2.1099602 41.3621191,2.1099354 41.3621065,2.1099425 41.3620978,2.1099248 41.3620905,2.1099115 41.3621045,2.1098463 41.3620745,2.1098292 41.3620666)));;;;;;;-1;0;-1;;;705287614;yes;;;;;;106;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1098071 41.3621198,2.1098463 41.3620745,2.1099115 41.3621045,2.1099274 41.3621118,2.1099186 41.3621218,2.109977 41.3621516,2.109986 41.362141,2.1100398 41.3621662,2.110001 41.3622106,2.1099134 41.3621703,2.1098796 41.3621528,2.1098282 41.3621318,2.1098071 41.3621198)));;;;;;;-1;0;-1;;;705287615;yes;;;;;;107;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1073331 41.3624861,2.1073986 41.3623958,2.1074922 41.3624328,2.107772 41.3625432,2.1078038 41.3624994,2.1079383 41.3625499,2.1079277 41.362595,2.1080604 41.3626375,2.1079153 41.36285,2.1078392 41.3628713,2.1076074 41.362777,2.107689 41.3626602,2.1077047 41.3626375,2.1076207 41.3626033,2.1075857 41.362589,2.1074951 41.3625521,2.1073331 41.3624861)));;;;;;;-1;0;-1;;;705482416;yes;;;;;;1276;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1072305 41.3626269,2.1073331 41.3624861,2.1074951 41.3625521,2.1074792 41.3625761,2.1074004 41.3626946,2.1072305 41.3626269)));;;;;;;-1;0;-1;;;705482417;yes;;;;;;280;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1074004 41.3626946,2.1074792 41.3625761,2.1075419 41.362603,2.1075473 41.3625937,2.1075738 41.3626043,2.1075857 41.362589,2.1076207 41.3626033,2.1076074 41.3626189,2.1076269 41.3626256,2.1076216 41.3626349,2.107689 41.3626602,2.1076074 41.362777,2.1074004 41.3626946)));;;;;;;-1;0;-1;;;705482418;yes;;;;;;302;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1079277 41.362595,2.1079383 41.3625499,2.1079879 41.3623719,2.1080406 41.3623926,2.1080644 41.3624019,2.1080791 41.3624077,2.1081604 41.3624396,2.1081843 41.3624489,2.1080604 41.3626375,2.1079277 41.362595)));;;;;;;-1;0;-1;;;705482419;yes;;;;;;367;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1076729 41.3624237,2.1077037 41.3623817,2.1077952 41.3622568,2.1079065 41.3621049,2.1080321 41.3621766,2.1080174 41.3622339,2.1079879 41.3623719,2.1079383 41.3625499,2.1078038 41.3624994,2.1077755 41.3624861,2.1077897 41.3624715,2.1076729 41.3624237)));;;;;;;-1;0;-1;;;705482420;yes;;;;;;793;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1080644 41.3624019,2.1081701 41.3622537,2.108271 41.3623161,2.1081843 41.3624489,2.1081604 41.3624396,2.1081737 41.3624184,2.1080976 41.3623878,2.1080791 41.3624077,2.1080644 41.3624019)));;;;;;;-1;0;-1;;;705482421;yes;;;;;;173;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1080406 41.3623926,2.1080746 41.362255,2.1080941 41.3622138,2.1081701 41.3622537,2.1080644 41.3624019,2.1080406 41.3623926)));;;;;;;-1;0;-1;;;705482422;yes;;;;;;100;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1080174 41.3622339,2.1080321 41.3621766,2.1080941 41.3622138,2.1080746 41.362255,2.1080174 41.3622339)));;;;;;;-1;0;-1;;;705482423;yes;;;;;;32;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1075561 41.3623958,2.1076017 41.3623323,2.1076168 41.3623113,2.1076715 41.3622351,2.1078102 41.3620418,2.1079108 41.362099,2.1079065 41.3621049,2.1077952 41.3622568,2.1077472 41.3622386,2.1076638 41.3623653,2.1077037 41.3623817,2.1076729 41.3624237,2.1076648 41.3624423,2.1075561 41.3623958)));;;;;;;-1;0;-1;;;705482424;yes;;;;;;386;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1075896 41.362125,2.1076964 41.361977,2.1078102 41.3620418,2.1076715 41.3622351,2.1076161 41.3622104,2.1076628 41.3621509,2.1075896 41.362125)));Granja Font;;;;;;-1;0;-1;;;705482425;yes;;;Carrer d'Enric Prat de la Riba;160;;248;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1074931 41.3622623,2.107548 41.3621837,2.1076161 41.3622104,2.1076715 41.3622351,2.1076168 41.3623113,2.1076033 41.3623059,2.1074931 41.3622623)));;;;;;;-1;0;-1;;;705482426;yes;;;;;;115;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1074301 41.3623477,2.1074931 41.3622623,2.1076033 41.3623059,2.1075896 41.3623271,2.1076017 41.3623323,2.1075561 41.3623958,2.1075265 41.3623845,2.1074301 41.3623477)));;;;;;;-1;0;-1;;;705482427;yes;;;;;;123;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1073986 41.3623958,2.1074301 41.3623477,2.1075265 41.3623845,2.1074922 41.3624328,2.1073986 41.3623958)));;;;;;;-1;0;-1;;;705482428;yes;;;;;;54;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1066579 41.3634277,2.1070602 41.3628675,2.1072242 41.3629338,2.1073213 41.3629731,2.1072713 41.3630428,2.1073829 41.3630879,2.1073616 41.3631176,2.1072502 41.3630726,2.1071443 41.3632201,2.1071607 41.3632268,2.1071231 41.3632791,2.1071426 41.3632869,2.1071294 41.3633053,2.1070891 41.363289,2.106888 41.3635694,2.1066996 41.3634932,2.1067266 41.3634555,2.1066579 41.3634277)));Fàbrica Albert Germans;;;;;;-1;0;-1;;;705594240;industrial;;;Carrer de Rodés;46-60;;1886;DIS_1;Districte I;BAR_03;Sant Josep
MULTIPOLYGON (((2.1064383 41.3637443,2.1065885 41.3635249,2.106897 41.3636537,2.1066529 41.3638409,2.1064678 41.3638067,2.1064383 41.3637443)));;;;;;;-1;0;-1;;;705594241;yes;;;;;;750;DIS_1;Districte I;BAR_03;Sant Josep
