WKT;Name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon;osm_id;addr:housenumber;building;building:material;roof:material;addr:street;access:roof;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
MULTIPOLYGON (((2.1145502 41.3704809,2.1147245 41.3703199,2.1151188 41.3705534,2.1149472 41.3707144,2.1145502 41.3704809)));Mercat del Torrent Gornal;;;;;;-1;0;-1;;;82995032;;retail;;;;;967;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1148788 41.3702213,2.1153012 41.3698087,2.1156338 41.370018,2.1152154 41.3704206,2.1148788 41.3702213)));Mercat del Torrent Gornal;;;;;;-1;0;-1;;;82995033;;apartments;;;;;2065;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1077881 41.3701982,2.1082253 41.3698681,2.108795 41.3703019,2.1083755 41.370627,2.1077881 41.3701982)));Mercat de la Florida;;;;;;-1;0;-1;;;82995447;;yes;;;;;3478;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.115177 41.3693953,2.1152234 41.3693464,2.1162258 41.3693672,2.1163201 41.3695077,2.1159944 41.3698841,2.115799 41.3698719,2.1155808 41.3697252,2.115177 41.3693953)));;;;;;;-1;0;-1;;;281284077;;apartments;;;;;3555;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1120896 41.3725651,2.1120994 41.3724869,2.1124772 41.3721961,2.1125781 41.3721814,2.1131285 41.3725676,2.1131285 41.3726531,2.1127475 41.3730026,2.1126563 41.3730124,2.1120896 41.3725651)));;;;;;;-1;0;-1;;;281311745;;apartments;;;;;4599;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1105857 41.372793,2.1106947 41.3727905,2.1106897 41.3727074,2.1107012 41.3727068,2.1107014 41.3727099,2.1107634 41.3727073,2.1107629 41.3726893,2.1108087 41.3726872,2.110807 41.3726445,2.1108249 41.3726435,2.1108251 41.3726531,2.1108466 41.3726526,2.1108505 41.3727038,2.1108746 41.3727028,2.1108746 41.3726983,2.110887 41.3726984,2.1108929 41.3727823,2.1110692 41.3727759,2.1110766 41.372884,2.1108995 41.3728912,2.1109056 41.3729741,2.1108921 41.3729746,2.110892 41.3729717,2.1108345 41.3729745,2.1108333 41.3729746,2.1108325 41.3729928,2.1107825 41.3729947,2.1107823 41.3729765,2.1107207 41.3729781,2.1107209 41.3729816,2.1107074 41.3729821,2.110701 41.3728997,2.1106091 41.3729021,2.1106091 41.3729057,2.1105925 41.3729049,2.1105857 41.372793)));;;;;;;-1;0;-1;;;281311746;;school;;;;;825;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.113933 41.370366,2.1139464 41.3703278,2.1149737 41.3694985,2.1150917 41.3694965,2.115148 41.3695528,2.1151454 41.3696152,2.1142871 41.3704546,2.1142656 41.3704466,2.1142468 41.3704687,2.1142227 41.3704586,2.1141932 41.3704788,2.1141476 41.3704788,2.1139545 41.3704003,2.113933 41.370366)));;;;;;;-1;0;-1;;;281317022;;apartments;;;;;3324;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1134717 41.3701185,2.11411 41.3693757,2.11422 41.3693254,2.1148798 41.3693435,2.114904 41.3694039,2.1138713 41.3702573,2.1137479 41.3702855,2.113477 41.3701748,2.1134717 41.3701185)));;;;;;;-1;0;-1;;;281317023;;apartments;;;;;5657;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1128574 41.3699353,2.1134824 41.3693495,2.1136004 41.3693012,2.1139142 41.3693093,2.1139518 41.3693415,2.1133268 41.3701225,2.1132383 41.3701386,2.1128709 41.3699856,2.1128574 41.3699353)));;;;;;;-1;0;-1;;;281317025;;apartments;;;;;3836;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1120421 41.3695327,2.1125222 41.3692408,2.1133295 41.3692791,2.1133456 41.3693012,2.1127555 41.3698588,2.112659 41.3698729,2.1120555 41.3695911,2.1120421 41.3695327)));;;;;;;-1;0;-1;;;281317026;;apartments;;;;;4413;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1123612 41.3703761,2.1127072 41.3700701,2.1128226 41.3700581,2.1131525 41.370205,2.1131686 41.3702734,2.1128038 41.3706056,2.1127314 41.3706096,2.1123746 41.3704164,2.1123612 41.3703761)));;;;;;;-1;0;-1;;;281317028;;apartments;;;;;2424;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1128896 41.37068,2.1132785 41.3703238,2.1133858 41.3702996,2.1135977 41.3703902,2.1136272 41.3704385,2.1131283 41.370835,2.1130693 41.370837,2.1128896 41.3707203,2.1128896 41.37068)));;;;;;;-1;0;-1;;;281317029;;apartments;;;;;1793;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1132544 41.3708914,2.1137318 41.370513,2.1138338 41.3704969,2.1140832 41.3706056,2.1135334 41.3711108,2.1132651 41.3709538,2.1132544 41.3708914)));;;;;;;-1;0;-1;;;281317030;;apartments;;;;;2178;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1132666 41.3715761,2.1135535 41.3713547,2.1136474 41.3713466,2.1140927 41.3716244,2.1141061 41.3716949,2.1138835 41.3719122,2.113803 41.3719223,2.1132853 41.3716425,2.1132666 41.3715761)));;;;;;;-1;0;-1;;;281320135;;apartments;;;;;2580;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1126845 41.3720632,2.1131083 41.371721,2.1132129 41.3717009,2.1137225 41.3719807,2.113752 41.3720592,2.1133095 41.3724758,2.1132263 41.3724839,2.1126926 41.3721216,2.1126845 41.3720632)));;;;;;;-1;0;-1;;;281320136;;apartments;;;;;4433;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1127757 41.3712842,2.1130734 41.3710568,2.1131727 41.3710487,2.1134328 41.3711977,2.1134409 41.371252,2.1131673 41.3715137,2.1130734 41.3715238,2.1127757 41.3713366,2.1127757 41.3712842)));;;;;;;-1;0;-1;;;281320137;;apartments;;;;;1781;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1119228 41.3707931,2.1122098 41.3705194,2.1123144 41.3705073,2.1130111 41.3709275,2.1126545 41.3712134,2.1126023 41.3712281,2.1119254 41.3708515,2.1119228 41.3707931)));;;;;;;-1;0;-1;;;281320138;;apartments;;;;;3806;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1105139 41.3737888,2.1109753 41.3733998,2.1110587 41.3733937,2.1113331 41.3736058,2.111327 41.3736759,2.1108757 41.3740253,2.1108005 41.3740329,2.110524 41.3738483,2.1105139 41.3737888)));;;;;;;-1;0;-1;;;539213169;;residential;;;;;2686;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1112878 41.3731059,2.1112929 41.3731058,2.1113829 41.3731049,2.111383 41.3730959,2.1114548 41.3730949,2.1114547 41.3731416,2.1115145 41.3731422,2.1115145 41.3731432,2.1115338 41.3731578,2.1115358 41.3732473,2.1115157 41.3732489,2.1115071 41.3732496,2.1115077 41.3732866,2.1115367 41.3732858,2.111633 41.3732836,2.111634 41.3733208,2.1116358 41.3733943,2.1116373 41.373505,2.1116378 41.3735411,2.1115399 41.3735438,2.1115398 41.3735548,2.1114789 41.3735547,2.1114782 41.3735082,2.1114184 41.3735081,2.1114174 41.3734958,2.1114097 41.3734953,2.1114092 41.3734365,2.1114089 41.3733979,2.1114165 41.3733978,2.1114158 41.3733641,2.1112911 41.3733641,2.1112878 41.3731059)));;;;;;;-1;0;-1;;;539213170;;yes;;;Carrer del Pedraforca;;990;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1116541 41.3736825,2.1116998 41.3736471,2.1117852 41.3735809,2.1119939 41.373418,2.1120687 41.3734729,2.112076 41.3734675,2.1120696 41.3734627,2.1121096 41.3734311,2.1121649 41.3734718,2.1121247 41.3735024,2.112118 41.3734979,2.1121107 41.3735038,2.1121261 41.3735151,2.1118745 41.3737562,2.1118683 41.3737593,2.1118635 41.3737604,2.1118579 41.3737611,2.111851 41.3737602,2.111845 41.3737581,2.1118408 41.3737557,2.1118381 41.3737532,2.1118351 41.3737488,2.1118342 41.3737446,2.1118344 41.3737398,2.1118357 41.3737355,2.1118372 41.3737336,2.1118419 41.3737296,2.1118353 41.3737245,2.111821 41.3737355,2.1118121 41.3737289,2.1118046 41.3737347,2.1117665 41.3737642,2.1117539 41.373755,2.1117415 41.373746,2.1116823 41.373703,2.1116541 41.3736825)));;;;;;;-1;0;-1;;;539213171;;public;;;Carrer del Pedraforca;;715;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1114977 41.3699478,2.1115038 41.3698791,2.1118087 41.3696961,2.1119043 41.36969,2.1125852 41.3699813,2.1125974 41.3700225,2.1122295 41.3703337,2.1114977 41.3699478)));;;;;;;-1;0;-1;;;539213176;;residential;;;;;3485;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.110896 41.3703017,2.1109042 41.3702437,2.1113249 41.3699996,2.1114103 41.3699981,2.1120913 41.3704176,2.1121075 41.3704725,2.1118148 41.3707563,2.111766 41.37077,2.110896 41.3703017)));;;;;;;-1;0;-1;;;539213178;;residential;;;;;4471;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1104244 41.370593,2.1104285 41.3705381,2.1106541 41.3703749,2.110772 41.3703734,2.1116299 41.3708417,2.111636 41.3708997,2.1113554 41.3711697,2.1112904 41.3711788,2.1104244 41.370593)));;;;;;;-1;0;-1;;;539213179;;residential;;;;;4255;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1100951 41.3710873,2.1101968 41.3710232,2.1104204 41.3711834,2.1105017 41.3711239,2.1108655 41.371371,2.1109367 41.3713298,2.1111074 41.3714275,2.1108981 41.3716395,2.1108208 41.3716456,2.1100972 41.3711178,2.1100951 41.3710873)));;;;;;;-1;0;-1;;;539213181;;residential;;;;;2016;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1110302 41.3713131,2.1111461 41.3712139,2.1112233 41.3712673,2.1112233 41.3713024,2.1111318 41.3713848,2.1110302 41.3713131)));;;;;;;-1;0;-1;;;539213183;;residential;;;;;165;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1104305 41.3709881,2.1106074 41.3708524,2.1110871 41.3711895,2.1109286 41.3712993,2.1104305 41.3709881)));;;;;;;-1;0;-1;;;539213185;;residential;;;;;1063;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1098898 41.3709576,2.109898 41.3708981,2.1102313 41.3706693,2.1103391 41.3706708,2.1105423 41.3708264,2.110396 41.3709271,2.110274 41.3708463,2.1102557 41.3708615,2.1102984 41.3709012,2.1101683 41.370979,2.1101886 41.3709973,2.1101541 41.3710217,2.1101297 41.3710019,2.1101114 41.3710141,2.1101358 41.3710324,2.1100626 41.3710766,2.1098898 41.3709576)));;;;;;;-1;0;-1;;;539213186;;residential;;;;;1203;DIS_4;Districte IV;BAR_07;La Florida
MULTIPOLYGON (((2.1093451 41.3712093,2.1096418 41.371011,2.1097475 41.3710202,2.1107029 41.3717371,2.1107192 41.3718012,2.1104488 41.3720254,2.1093451 41.3712093)));;;;;;;-1;0;-1;;;539213188;;residential;;;;;4829;DIS_4;Districte IV;BAR_07;La Florida
