WKT;Name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon;osm_id;building;building:material;access:roof;addr:street;addr:housenumber;roof:material;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
MULTIPOLYGON (((2.1256391 41.3703408,2.1257068 41.3702851,2.1257337 41.3703037,2.1257597 41.3703216,2.1258196 41.3703631,2.1258689 41.3703972,2.1259293 41.3704389,2.1258625 41.3704934,2.1256391 41.3703408)));;;;;;;-1;0;-1;;;754667561;kindergarten;;;Carrer del Doctor Martí i Julià;160-166;;210;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1277352 41.3695275,2.1277625 41.3695028,2.1278002 41.3694688,2.1278288 41.3694431,2.1278553 41.3694614,2.1278958 41.3694894,2.1279112 41.3695,2.1279291 41.3695124,2.1279088 41.3695336,2.1279175 41.3695388,2.1279398 41.3695198,2.1279687 41.3695398,2.127948 41.3695575,2.127929 41.3695738,2.1278816 41.3696145,2.1278087 41.3695712,2.1277352 41.3695275)));;;;;;;-1;0;-1;;;788406998;apartments;;;Ronda de la Torrassa;;;180;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1279284 41.3692151,2.1279399 41.3692056,2.127959 41.3691898,2.1279994 41.369172,2.1280656 41.369163,2.1282249 41.36923,2.1280836 41.3693563,2.1280566 41.3693805,2.1280418 41.3693702,2.1280029 41.3693431,2.1280309 41.3693208,2.128053 41.3693032,2.1280395 41.3692936,2.1280201 41.36928,2.1279645 41.3692406,2.1279284 41.3692151)));;;;;;;-1;0;-1;;;788407000;apartments;;;Carrer del Doctor Martí i Julià;;;288;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1283154 41.3694029,2.1283278 41.3693912,2.1283496 41.3693715,2.1283651 41.3693574,2.1283697 41.3693533,2.1283832 41.369341,2.1284123 41.3693146,2.1284661 41.3693388,2.1284761 41.3693433,2.1284438 41.3693718,2.1284295 41.3693844,2.1284176 41.369395,2.1283802 41.369428,2.1283688 41.3694381,2.1283329 41.3694144,2.1283154 41.3694029)));;;;;;;-1;0;-1;;;788407002;apartments;;;Ronda de la Via;;;80;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1278816 41.3696145,2.127929 41.3695738,2.127948 41.3695575,2.1279687 41.3695398,2.1279786 41.3695312,2.1280156 41.3694991,2.1280315 41.3694854,2.1280632 41.369458,2.1280851 41.3694393,2.1281138 41.3694562,2.1281405 41.3694719,2.1281409 41.3694721,2.1281098 41.369499,2.128108 41.3695005,2.1280849 41.3695204,2.1280555 41.3695457,2.1280238 41.3695732,2.1279892 41.3696031,2.1279373 41.3696481,2.1278929 41.3696213,2.1278816 41.3696145)));;;;;;;-1;0;-1;;;788407005;apartments;;;Ronda de la Torrassa;;;153;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1286325 41.3697973,2.1286784 41.3697568,2.128737 41.3697873,2.1287257 41.3697974,2.1287062 41.3698136,2.1286939 41.3698044,2.1286695 41.3698243,2.1286325 41.3697973)));;;;;;;-1;0;-1;;;788407006;house;;;Ronda de la Torrassa;33;;33;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1282736 41.3698519,2.1282962 41.3698328,2.1283317 41.3698025,2.1283525 41.3698165,2.1283687 41.3698035,2.1283476 41.369789,2.1284223 41.3697253,2.128445 41.369706,2.1284739 41.3697256,2.1284524 41.3697451,2.1284778 41.3697617,2.1284501 41.369785,2.1284284 41.3698033,2.1283316 41.3698864,2.1283044 41.3698702,2.1282736 41.3698519)),((2.12846 41.3696932,2.1284628 41.3696908,2.128492 41.3696656,2.1285479 41.3696971,2.1285151 41.3697281,2.12846 41.3696932)));;;;;;;-1;0;-1;;;-10963357;house;;;Ronda de la Torrassa;;;144;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1279953 41.369683,2.1280861 41.3696019,2.1281146 41.3696195,2.1280674 41.3696603,2.1280449 41.369647,2.1280285 41.3696628,2.1280501 41.3696754,2.1280225 41.3696993,2.1280149 41.3696947,2.1279953 41.369683)));;;;;;;-1;0;-1;;;788407014;house;;;Ronda de la Torrassa;;;30;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1279373 41.3696481,2.1279892 41.3696031,2.1280238 41.3695732,2.1280555 41.3695457,2.1280827 41.3695625,2.1280573 41.3695843,2.1279699 41.3696677,2.1279594 41.3696614,2.1279373 41.3696481)),((2.1281098 41.369499,2.1281409 41.3694721,2.1281685 41.3694895,2.1281504 41.3695056,2.1281391 41.3695158,2.1281098 41.369499)));;;;;;;-1;0;-1;;;-10963355;house;;;Ronda de la Torrassa;;;59;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1278326 41.3692982,2.1278675 41.3692682,2.1278803 41.3692572,2.1279062 41.3692753,2.1279284 41.3692908,2.1279621 41.3693144,2.1279705 41.3693202,2.1279891 41.3693332,2.12799 41.3693338,2.1280029 41.3693431,2.1280418 41.3693702,2.1280566 41.3693805,2.1280999 41.3694109,2.1280532 41.369451,2.1280089 41.3694197,2.1280041 41.3694157,2.1279966 41.3694087,2.1279925 41.3694049,2.1279321 41.3693641,2.1278743 41.3693258,2.1278587 41.3693155,2.1278326 41.3692982)));;;;;;;-1;0;-1;;;788407019;apartments;;;Carrer del Doctor Martí i Julià;;;146;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1285526 41.3696998,2.1286228 41.369636,2.128761 41.3695104,2.1287832 41.3694902,2.128833 41.3695159,2.1288434 41.3695213,2.1288207 41.3695414,2.1287911 41.3695676,2.1287796 41.3695778,2.1287661 41.3695897,2.1287489 41.369605,2.1287277 41.3696238,2.1287212 41.3696295,2.128681 41.3696653,2.1286782 41.3696677,2.1286562 41.3696873,2.1286152 41.3697236,2.1286075 41.3697304,2.1285526 41.3696998)));;;;;;;-1;0;-1;;;788407023;apartments;;;Ronda de la Via;;;179;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.128492 41.3696656,2.1285065 41.3696527,2.1285623 41.3696033,2.1285653 41.3696006,2.1286135 41.3695579,2.1286258 41.3695469,2.1286355 41.3695382,2.1286517 41.3695238,2.1286735 41.3695046,2.1286772 41.3695013,2.1287235 41.3694599,2.1287328 41.3694646,2.1287832 41.3694902,2.128761 41.3695104,2.1286228 41.369636,2.1285526 41.3696998,2.1285479 41.3696971,2.128492 41.3696656)));;;;;;;-1;0;-1;;;788407024;apartments;;;Ronda de la Via;;;185;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1286784 41.3697568,2.1287324 41.369709,2.1287726 41.3697336,2.1287426 41.3697604,2.128757 41.3697689,2.1287399 41.3697846,2.128737 41.3697873,2.1286784 41.3697568)));;;;;;;-1;0;-1;;;788407027;house;;;Ronda de la Via;25;;34;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.12858 41.3698432,2.1286325 41.3697973,2.1286695 41.3698243,2.1286429 41.3698458,2.1286569 41.3698551,2.1286286 41.3698785,2.12858 41.3698432)));;;;;;;-1;0;-1;;;788407029;house;;;Ronda de la Torrassa;33;;34;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.128218 41.3698171,2.1282385 41.3697997,2.1282631 41.3697789,2.1282749 41.3697862,2.1282878 41.3697745,2.1282767 41.3697675,2.1283464 41.3697086,2.1283691 41.3696894,2.12837 41.3696886,2.1284088 41.369716,2.1284485 41.369681,2.1284628 41.3696908,2.12846 41.3696932,2.128445 41.369706,2.1284223 41.3697253,2.1283476 41.369789,2.1283317 41.3698025,2.1282962 41.3698328,2.1282736 41.3698519,2.1282623 41.3698448,2.128218 41.3698171)));;;;;;;-1;0;-1;;;788407031;apartments;;;Ronda de la Torrassa;;;120;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.128051 41.3697162,2.1280971 41.3696764,2.1281066 41.3696823,2.1281213 41.369669,2.1281122 41.3696631,2.1281425 41.3696366,2.1281921 41.3696678,2.1281971 41.369671,2.1281597 41.3697033,2.1281411 41.3697195,2.128131 41.3697282,2.1281063 41.3697496,2.1280976 41.3697443,2.128051 41.3697162)));;;;;;;-1;0;-1;;;788407033;apartments;;;Ronda de la Torrassa;;;67;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1283316 41.3698864,2.1284284 41.3698033,2.1284624 41.3698261,2.1284794 41.3698118,2.1284978 41.3698242,2.1284581 41.3698581,2.1284541 41.3698614,2.1284348 41.3698477,2.1284224 41.3698582,2.1284414 41.3698721,2.1283861 41.3699189,2.1283595 41.369903,2.1283316 41.3698864)),((2.1285151 41.3697281,2.1285479 41.3696971,2.1285526 41.3696998,2.1286075 41.3697304,2.1285841 41.3697504,2.1285589 41.3697719,2.1285538 41.3697762,2.1285297 41.3697597,2.1285439 41.3697465,2.1285151 41.3697281)));;;;;;;-1;0;-1;;;-10963351;house;;;Ronda de la Torrassa;;;105;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1283861 41.3699189,2.1284414 41.3698721,2.1284541 41.3698614,2.1284581 41.3698581,2.1284692 41.3698655,2.1285279 41.3698144,2.1285176 41.3698072,2.1285538 41.3697762,2.1285589 41.3697719,2.1285684 41.3697784,2.1285933 41.3697569,2.1285841 41.3697504,2.1286075 41.3697304,2.1286152 41.3697236,2.1286562 41.3696873,2.1286662 41.3696928,2.1286906 41.369672,2.128681 41.3696653,2.1287212 41.3696295,2.1287316 41.3696356,2.1287904 41.3695849,2.1287796 41.3695778,2.1287911 41.3695676,2.1288207 41.3695414,2.1288434 41.3695213,2.1288698 41.3695351,2.1288956 41.3695487,2.1284366 41.3699489,2.1284108 41.3699336,2.1283861 41.3699189)));;;;;;;-1;0;-1;;;788407037;apartments;;;;;;279;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1287831 41.369665,2.1288328 41.3696218,2.1288608 41.3696386,2.1288853 41.3696536,2.1288596 41.3696765,2.1288472 41.3696679,2.1288225 41.3696889,2.1287831 41.369665)));;;;;;;-1;0;-1;;;788407038;house;;;Ronda de la Via;25;;32;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1284342 41.3696349,2.1284495 41.3696211,2.1285065 41.3696527,2.128492 41.3696656,2.1284342 41.3696349)),((2.1285095 41.3695669,2.1285181 41.3695591,2.1285708 41.3695117,2.1285813 41.3695195,2.1286285 41.3694758,2.1286181 41.3694692,2.1286617 41.36943,2.1287147 41.3694556,2.1287235 41.3694599,2.1287019 41.3694792,2.1286772 41.3695013,2.1286735 41.3695046,2.1286621 41.3694973,2.1286152 41.3695405,2.1286258 41.3695469,2.1286135 41.3695579,2.1285653 41.3696006,2.1285095 41.3695669)));;;;;;;-1;0;-1;;;-10963352;apartments;;;Ronda de la Via;;;119;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1278626 41.3692449,2.1278718 41.3692372,2.1279113 41.3692038,2.1279284 41.3692151,2.1279645 41.3692406,2.1280201 41.36928,2.1280395 41.3692936,2.12799 41.3693338,2.1279891 41.3693332,2.1279705 41.3693202,2.1279621 41.3693144,2.1279284 41.3692908,2.1279062 41.3692753,2.1278803 41.3692572,2.1278742 41.369253,2.1278626 41.3692449)));;;;;;;-1;0;-1;;;788407044;apartments;;;Carrer del Doctor Martí i Julià;;;89;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1282589 41.3695351,2.1283306 41.3694718,2.1283688 41.3694381,2.1283802 41.369428,2.1284176 41.369395,2.1284295 41.3693844,2.1284438 41.3693718,2.1284761 41.3693433,2.1285409 41.3693728,2.1286617 41.36943,2.1286181 41.3694692,2.1286108 41.3694758,2.1285714 41.3695113,2.1285708 41.3695117,2.1285181 41.3695591,2.1285095 41.3695669,2.1284561 41.3696152,2.1284321 41.3696014,2.1284099 41.369621,2.1283748 41.3696011,2.1283168 41.3695681,2.1282589 41.3695351)));;;;;;;-1;0;-1;;;788407045;apartments;;;Ronda de la Via;;;518;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1281405 41.3694719,2.1281598 41.3694551,2.1281874 41.3694725,2.1281685 41.3694895,2.1281409 41.3694721,2.1281405 41.3694719)),((2.1282067 41.3694138,2.1282538 41.3693714,2.1283088 41.3693219,2.128329 41.3693037,2.1283487 41.3692861,2.1283755 41.3692981,2.1284123 41.3693146,2.1283832 41.369341,2.128372 41.369333,2.1283581 41.3693461,2.1283697 41.3693533,2.1283651 41.3693574,2.1283496 41.3693715,2.1283278 41.3693912,2.1283154 41.3694029,2.1283113 41.3694065,2.1282833 41.3694318,2.1282647 41.3694486,2.1282635 41.369448,2.1282292 41.3694264,2.1282067 41.3694138)));;;;;;;-1;0;-1;;;-10963354;apartments;;;Ronda de la Via;;;122;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1277201 41.3693679,2.1277564 41.3693358,2.1277669 41.3693265,2.127788 41.3693413,2.1278245 41.3693667,2.1278253 41.3693672,2.127882 41.3694067,2.1279409 41.3694477,2.1279593 41.3694605,2.1280156 41.3694991,2.1279786 41.3695312,2.1279687 41.3695398,2.1279398 41.3695198,2.1279291 41.3695124,2.1279112 41.3695,2.1278958 41.3694894,2.1278553 41.3694614,2.1278288 41.3694431,2.1278184 41.3694358,2.1278009 41.3694238,2.1277762 41.3694066,2.1277402 41.3693818,2.1277201 41.3693679)));;;;;;;-1;0;-1;;;788407048;apartments;;;Carrer del Doctor Martí i Julià;;;169;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1277669 41.3693265,2.1277734 41.3693209,2.1278144 41.369286,2.1278326 41.3692982,2.1278587 41.3693155,2.1278743 41.3693258,2.1278665 41.3693349,2.1278972 41.3693557,2.1279187 41.3693702,2.1279224 41.3693728,2.1279321 41.3693641,2.1279925 41.3694049,2.1279611 41.369431,2.1279409 41.3694477,2.127882 41.3694067,2.1278253 41.3693672,2.1278245 41.3693667,2.127788 41.3693413,2.1277669 41.3693265)),((2.1279593 41.3694605,2.1279793 41.3694441,2.1280089 41.3694197,2.1280532 41.369451,2.1280632 41.369458,2.1280315 41.3694854,2.1280156 41.3694991,2.1279593 41.3694605)));;;;;;;-1;0;-1;;;-10963353;apartments;;;Carrer del Doctor Martí i Julià;;;154;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1281063 41.3697496,2.128131 41.3697282,2.1281411 41.3697195,2.1281597 41.3697033,2.1281971 41.369671,2.1282517 41.369624,2.1283083 41.3696575,2.1282769 41.3696842,2.1282565 41.3697015,2.1282402 41.3697153,2.1282254 41.3697281,2.1282107 41.3697406,2.1282088 41.3697422,2.1282012 41.3697487,2.1281614 41.3697829,2.1281199 41.3697578,2.1281063 41.3697496)));;;;;;;-1;0;-1;;;788407051;apartments;;;Ronda de la Torrassa;;;110;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1285206 41.3698952,2.12858 41.3698432,2.1286286 41.3698785,2.1286134 41.3698911,2.1285991 41.3699028,2.1285859 41.3698946,2.1285621 41.3699149,2.1285645 41.3699166,2.1285601 41.3699203,2.1285206 41.3698952)));;;;;;;-1;0;-1;;;788407052;house;;;Ronda de la Torrassa;33;;36;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1287324 41.369709,2.1287831 41.369665,2.1288225 41.3696889,2.1288357 41.3696978,2.1288247 41.3697079,2.1288066 41.3697242,2.1287935 41.3697151,2.1287726 41.3697336,2.1287324 41.369709)));;;;;;;-1;0;-1;;;788407058;house;;;Ronda de la Via;25;;33;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1276526 41.3694262,2.1277201 41.3693679,2.1277402 41.3693818,2.1277762 41.3694066,2.1278009 41.3694238,2.1278184 41.3694358,2.1278288 41.3694431,2.1278002 41.3694688,2.1277625 41.3695028,2.1277352 41.3695275,2.1276692 41.3694877,2.1276608 41.3694565,2.1276526 41.3694262)));;;;;;;-1;0;-1;;;788407060;apartments;;;Carrer del Doctor Martí i Julià;;;145;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1279699 41.3696677,2.1280573 41.3695843,2.1280861 41.3696019,2.1279953 41.369683,2.1279787 41.369673,2.1279699 41.3696677)),((2.1281504 41.3695056,2.1281685 41.3694895,2.1281963 41.3695034,2.1281767 41.3695207,2.1281504 41.3695056)));;;;;;;-1;0;-1;;;-10963356;house;;;Ronda de la Torrassa;;;41;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1281614 41.3697829,2.1282012 41.3697487,2.1282088 41.3697422,2.1282107 41.3697406,2.1282254 41.3697281,2.1282402 41.3697153,2.1282565 41.3697015,2.1282769 41.3696842,2.1283083 41.3696575,2.1283121 41.3696543,2.1283318 41.3696373,2.1283495 41.3696494,2.1283304 41.3696655,2.1283691 41.3696894,2.1283464 41.3697086,2.1282767 41.3697675,2.1282631 41.3697789,2.1282385 41.3697997,2.128218 41.3698171,2.1281675 41.3697866,2.1281614 41.3697829)));;;;;;;-1;0;-1;;;788407063;apartments;;;Ronda de la Torrassa;;;121;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1288328 41.3696218,2.1289092 41.3695557,2.1289115 41.3695536,2.1289656 41.3695816,2.1289636 41.3695833,2.1289242 41.3696183,2.1288853 41.3696536,2.1288608 41.3696386,2.1288328 41.3696218)));;;;;;;-1;0;-1;;;788407064;house;;;Ronda de la Via;25;;57;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1280225 41.3696993,2.1280501 41.3696754,2.1280674 41.3696603,2.1281146 41.3696195,2.1281368 41.3696002,2.1281375 41.3695996,2.1281588 41.3696128,2.1281356 41.3696322,2.1281425 41.3696366,2.1281122 41.3696631,2.1280971 41.3696764,2.128051 41.3697162,2.1280316 41.3697047,2.1280225 41.3696993)),((2.1282057 41.3695394,2.1282289 41.3695189,2.1282589 41.3695351,2.1282439 41.3695479,2.1282346 41.3695559,2.1282057 41.3695394)));;;;;;;-1;0;-1;;;-10963358;house;;;Ronda de la Torrassa;;;51;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1284499 41.369957,2.1285206 41.3698952,2.1285601 41.3699203,2.1285484 41.3699302,2.128558 41.3699372,2.1285458 41.3699468,2.1285354 41.3699556,2.1284985 41.3699865,2.1284499 41.369957)));;;;;;;-1;0;-1;;;788407066;house;;;Ronda de la Torrassa;33;;46;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1287257 41.3697974,2.128737 41.3697873,2.1287399 41.3697846,2.128757 41.3697689,2.1287867 41.3697419,2.1288066 41.3697242,2.1288247 41.3697079,2.1288357 41.3696978,2.1288596 41.3696765,2.1288853 41.3696536,2.1289242 41.3696183,2.1289636 41.3695833,2.1290129 41.3696098,2.1290233 41.3696154,2.1289968 41.3696392,2.1289688 41.3696644,2.1289593 41.3696729,2.1289477 41.3696833,2.1289355 41.3696943,2.1289163 41.3697111,2.1288834 41.3697408,2.1288811 41.3697429,2.1288068 41.3698101,2.1287975 41.3698184,2.1287863 41.3698285,2.1287834 41.3698311,2.1287542 41.3698141,2.1287257 41.3697974)));;;;;;;-1;0;-1;;;788451312;apartments;;;Ronda de la Via;;;191;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1290168 41.3699578,2.1290224 41.3699529,2.1291258 41.3698602,2.1292009 41.3697917,2.1292571 41.369741,2.1292832 41.369755,2.129307 41.369768,2.1293732 41.3698042,2.1293514 41.3698244,2.1293316 41.3698429,2.1293164 41.369857,2.1292844 41.3698866,2.129261 41.3699084,2.1292373 41.3699304,2.1292215 41.3699451,2.1291573 41.3700047,2.1291349 41.3700207,2.1290742 41.3699899,2.1290168 41.3699578)));;;;;;;-1;0;-1;;;788451315;apartments;;;Ronda de la Via;;;381;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1292921 41.369966,2.1293168 41.3699436,2.129332 41.3699298,2.1293529 41.3699109,2.1293547 41.3699092,2.1293911 41.3698762,2.1293917 41.3698756,2.1294106 41.3698585,2.129411 41.3698581,2.1294339 41.3698374,2.1294882 41.3698673,2.1294987 41.3698731,2.129475 41.3698935,2.1294529 41.3699125,2.1294027 41.3699558,2.1293524 41.3699991,2.1292921 41.369966)));;;;;;;-1;0;-1;;;788451317;apartments;;;Ronda de la Via;;;120;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1292533 41.3700845,2.1293524 41.3699991,2.1294027 41.3699558,2.1294529 41.3699125,2.129475 41.3698935,2.1294987 41.3698731,2.1295331 41.369892,2.1295627 41.3699083,2.1295065 41.3699552,2.1294831 41.3699748,2.1294637 41.369991,2.1294483 41.3700037,2.1294045 41.37004,2.1293237 41.3701071,2.1293109 41.3701168,2.1292533 41.3700845)));;;;;;;-1;0;-1;;;788451318;industrial;;;Ronda de la Via;;;198;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1294637 41.369991,2.1294831 41.3699748,2.1294902 41.3699795,2.1295136 41.36996,2.1295065 41.3699552,2.1295627 41.3699083,2.1296107 41.3699347,2.1296207 41.3699402,2.1295968 41.3699601,2.1295924 41.3699637,2.1295627 41.3699883,2.1295339 41.3700122,2.1295162 41.3700269,2.1295029 41.3700178,2.1294637 41.369991)));;;;;;;-1;0;-1;;;788451320;apartments;;;Ronda de la Via;;;73;DIS_2;Districte II;BAR_04;La Torrassa
MULTIPOLYGON (((2.1294844 41.3700534,2.1294924 41.3700468,2.1295162 41.3700269,2.1295339 41.3700122,2.1295627 41.3699883,2.1295924 41.3699637,2.1295968 41.3699601,2.1296207 41.3699402,2.1296805 41.3699727,2.1297342 41.3700019,2.129715 41.3700189,2.1296971 41.3700348,2.1296883 41.3700289,2.1296804 41.3700355,2.1296894 41.3700416,2.1296638 41.3700642,2.1296553 41.3700714,2.1296408 41.3700836,2.1296313 41.3700774,2.1295842 41.3701196,2.1295539 41.3700995,2.1295402 41.3700904,2.129523 41.370079,2.1294844 41.3700534)));;;;;;;-1;0;-1;;;788451322;apartments;;;Ronda de la Via;;;201;DIS_2;Districte II;BAR_04;La Torrassa
