WKT;Name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon;osm_id;addr:housenumber;building;building:material;roof:material;addr:street;access:roof;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
MULTIPOLYGON (((2.122498 41.3543189,2.1226054 41.3542346,2.1232453 41.3537511,2.1238557 41.3542093,2.1239244 41.3541578,2.1239956 41.3542106,2.1240914 41.3542213,2.1240827 41.3542645,2.1241592 41.3542732,2.124151 41.3543164,2.1242273 41.3543249,2.1242192 41.3543686,2.1242959 41.3543772,2.1242851 41.3544308,2.1243364 41.3544696,2.124269 41.3545212,2.124401 41.3546199,2.1244661 41.3545705,2.1248758 41.3548781,2.1249498 41.3548237,2.12489 41.3549907,2.124895 41.3549965,2.1247052 41.355485,2.124699 41.3554992,2.1246885 41.3555197,2.1246821 41.3555308,2.1246721 41.3555476,2.1246631 41.355561,2.1246424 41.3555898,2.1244195 41.3554224,2.1241908 41.3555942,2.1243965 41.3557478,2.1243761 41.355763,2.1241032 41.3555642,2.1241273 41.3555459,2.122498 41.3543189)));IKEA;;;;;;-1;0;-1;;;33778434;115-134;retail;;;Avinguda de la Gran Via de l'Hospitalet;;19565;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1290209 41.3645647,2.1291702 41.3642341,2.129321 41.3642747,2.129289 41.3643479,2.1293391 41.3643605,2.129373 41.3642871,2.1295252 41.3643268,2.1294486 41.3644918,2.1293728 41.3646564,2.129223 41.3646159,2.1292571 41.3645422,2.1292059 41.3645308,2.1291711 41.3646027,2.1290209 41.3645647),(2.1292315 41.3644723,2.1292837 41.3644841,2.1293122 41.3644218,2.1292597 41.3644078,2.1292315 41.3644723)));;;;;;;-1;0;-1;;;-1209389;;yes;;;;;1098;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1272089 41.3649118,2.1273497 41.3646051,2.1274141 41.364573,2.1275074 41.3645786,2.1276281 41.3645905,2.1277736 41.3646083,2.127895 41.3646255,2.1279257 41.3646661,2.1277367 41.365054,2.1276797 41.3650384,2.1272089 41.3649118),(2.1273805 41.3648633,2.1276603 41.364933,2.1277564 41.3647396,2.1277499 41.3647378,2.127736 41.3647722,2.1277105 41.3647661,2.1277199 41.3647465,2.1276545 41.3647286,2.1274521 41.3647069,2.1273805 41.3648633)));;;;;;;-1;0;-1;;;-1209390;;school;;;Plaça de Pius XII;;1637;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1288995 41.3634917,2.1292364 41.363153,2.1295364 41.3633221,2.129343 41.3635149,2.1291964 41.3636608,2.1291297 41.3636225,2.1290996 41.3636526,2.128969 41.3635774,2.1289975 41.3635483,2.1288995 41.3634917),(2.1291354 41.3634531,2.1291801 41.3634791,2.1292346 41.3634234,2.1291906 41.3633973,2.1291354 41.3634531)));;;;;;;-1;0;-1;;;-1212694;;yes;;;;;1492;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1291982 41.3637286,2.1292392 41.3636881,2.1293423 41.3635863,2.1296495 41.3637576,2.129505 41.3639037,2.1291982 41.3637286)));;;;;;;-1;0;-1;;;80789118;;yes;;;;;644;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1315443 41.3659578,2.1316873 41.3658961,2.1318621 41.3660378,2.1318644 41.3660397,2.1318841 41.3660472,2.131819 41.3660844,2.1317872 41.3661026,2.1319265 41.3662595,2.1320341 41.3661065,2.132284 41.3662071,2.1321017 41.3664662,2.1320369 41.3664413,2.1320128 41.3664728,2.1318896 41.3664239,2.1319128 41.3663911,2.1318568 41.3663684,2.131853 41.3663637,2.131919 41.3662709,2.1319002 41.3662793,2.1318152 41.3663182,2.1317975 41.3662797,2.1316712 41.366126,2.1315443 41.3659578)));;;;;;;-1;0;-1;;;83218389;;yes;;;;;1436;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1320721 41.3658651,2.1323557 41.3655465,2.1326481 41.3656941,2.132363 41.3660134,2.1320721 41.3658651)));Edifici J - Jutjats de l'Hospitalet de Llobregat;;;;;;-1;0;-1;;;83218392;;yes;;;;;1255;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1251601 41.3549414,2.1251628 41.3549246,2.1251736 41.3549004,2.1251887 41.3548797,2.1252006 41.3548706,2.1252154 41.3548604,2.1252808 41.354827,2.1253352 41.3547944,2.1253536 41.3547859,2.1253668 41.3547811,2.1253861 41.3547766,2.1254053 41.3547745,2.1254362 41.3547749,2.1254575 41.3547777,2.125479 41.3547829,2.125492 41.3547868,2.1255129 41.3547949,2.1255302 41.3548035,2.1255467 41.3548138,2.1255571 41.3548227,2.1255644 41.3548301,2.1255754 41.3548447,2.125579 41.3548511,2.1255825 41.3548598,2.1255854 41.3548715,2.1255874 41.3548848,2.1255891 41.3549213,2.1255907 41.3549378,2.1255939 41.354954,2.1255987 41.354974,2.1256016 41.3549851,2.1256031 41.3549953,2.1256034 41.355001,2.1256036 41.3550101,2.1256024 41.355018,2.1255999 41.3550271,2.1255961 41.355036,2.125589 41.3550482,2.1255804 41.3550586,2.1255693 41.3550697,2.1255593 41.3550777,2.1255484 41.3550855,2.1255345 41.3550937,2.1255241 41.3550988,2.1255115 41.3551045,2.1254933 41.3551112,2.1254768 41.3551153,2.1254613 41.3551182,2.1254476 41.3551193,2.125432 41.3551197,2.1254128 41.3551176,2.1253975 41.3551141,2.1253858 41.3551105,2.1253626 41.3551018,2.1253312 41.3550877,2.1252491 41.3550626,2.125222 41.355052,2.1252087 41.3550455,2.1251937 41.355034,2.1251853 41.3550225,2.1251756 41.3550107,2.1251682 41.3549951,2.1251628 41.3549775,2.1251608 41.354965,2.1251601 41.3549414)));Porta Fira;;;;;;-1;0;-1;;;177405737;;yes;;;Plaça d'Europa;;1075;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.124809 41.3555243,2.1251839 41.3554495,2.1253037 41.3557981,2.1249288 41.3558704,2.124809 41.3555243)));Torre Realia BCN;;;;;;-1;0;-1;;;177405739;;yes;;;;;1292;DIS_3;Districte III;BAR_06;Santa Eulàlia
MULTIPOLYGON (((2.1314483 41.3647522,2.1319883 41.3644557,2.1321446 41.364618,2.1319827 41.364707,2.1316055 41.3649142,2.1314483 41.3647522)));Edifici D;;;;;;-1;0;-1;;;217498207;3;public;;;Avinguda del Carrilet;;1245;DIS_3;Districte III;BAR_06;Santa Eulàlia
