WKT,id,description,name,Superficie
"POLYGON Z ((2.122119 41.366811 0,2.122517 41.366891 0,2.12233 41.367372 0,2.122048 41.367326 0,2.12196 41.367582 0,2.122787 41.367755 0,2.122775 41.367786 0,2.122766 41.367806 0,2.121943 41.367808 0,2.120998 41.367768 0,2.121078 41.367513 0,2.121823 41.367575 0,2.12192 41.367337 0,2.122119 41.366811 0))","3046",,"Can Trinxet (c.de Sta.Eulàlia 214), zona enjardinada de","5382"
"POLYGON Z ((2.120792 41.364367 0,2.120802 41.364367 0,2.120811 41.364369 0,2.120821 41.364371 0,2.12083 41.364374 0,2.120839 41.364377 0,2.120848 41.364381 0,2.120855 41.364386 0,2.120862 41.364392 0,2.120868 41.364398 0,2.120874 41.364404 0,2.120878 41.364411 0,2.120882 41.364418 0,2.120884 41.364425 0,2.120885 41.364433 0,2.120886 41.36444 0,2.120885 41.364448 0,2.120883 41.364455 0,2.120881 41.364462 0,2.120877 41.364469 0,2.120872 41.364476 0,2.120867 41.364482 0,2.12086 41.364488 0,2.120853 41.364493 0,2.120845 41.364498 0,2.120837 41.364502 0,2.120828 41.364505 0,2.120818 41.364508 0,2.120809 41.36451 0,2.120799 41.364511 0,2.120789 41.364511 0,2.120779 41.364511 0,2.120769 41.364509 0,2.120759 41.364507 0,2.12075 41.364504 0,2.120741 41.364501 0,2.120733 41.364497 0,2.120725 41.364492 0,2.120718 41.364486 0,2.120712 41.36448 0,2.120706 41.364474 0,2.120702 41.364467 0,2.120699 41.36446 0,2.120696 41.364453 0,2.120695 41.364445 0,2.120694 41.364438 0,2.120695 41.36443 0,2.120697 41.364423 0,2.120699 41.364416 0,2.120703 41.364409 0,2.120708 41.364402 0,2.120714 41.364396 0,2.12072 41.36439 0,2.120727 41.364385 0,2.120735 41.36438 0,2.120743 41.364376 0,2.120752 41.364373 0,2.120762 41.36437 0,2.120772 41.364368 0,2.120782 41.364367 0,2.120792 41.364367 0))","3049",,"Carrilet - c.Amadeu Torner, rotonda de l'av.del","201"
"POLYGON Z ((2.126776 41.36426 0,2.127066 41.364368 0,2.127051 41.364413 0,2.126722 41.364448 0,2.126666 41.364394 0,2.126716 41.364279 0,2.126776 41.36426 0))","3028",,"Carrilet (av.Carrilet - c.Comerç), parterre de l'av.del","437"
"POLYGON Z ((2.125203 41.365063 0,2.125175 41.365113 0,2.125117 41.36516 0,2.12503 41.365197 0,2.125012 41.365264 0,2.124657 41.36537 0,2.124549 41.365371 0,2.124357 41.365295 0,2.12439 41.365267 0,2.124523 41.365198 0,2.124647 41.365173 0,2.124765 41.365191 0,2.125127 41.365071 0,2.125203 41.365063 0))","3009",,"Carrilet (c.Àngel Guimerà - c.General Prim), zona verda de l'av.del","1016"
"POLYGON Z ((2.116083 41.361867 0,2.116287 41.361871 0,2.116718 41.362455 0,2.117034 41.362894 0,2.118096 41.363263 0,2.118224 41.363404 0,2.120717 41.364324 0,2.120581 41.36438 0,2.11812 41.363503 0,2.117903 41.363424 0,2.116437 41.362868 0,2.116411 41.3629 0,2.116328 41.36288 0,2.116278 41.362731 0,2.116083 41.361867 0))","3008",,"Carrilet (entre RENFE i c.Amadeu Torner), av.del","9955"
"POLYGON Z ((2.127447 41.358337 0,2.127583 41.358357 0,2.127447 41.358605 0,2.127685 41.358783 0,2.127587 41.358833 0,2.127456 41.358855 0,2.127326 41.358838 0,2.127199 41.358775 0,2.127127 41.358689 0,2.127104 41.358591 0,2.127133 41.358491 0,2.12721 41.358409 0,2.127319 41.358355 0,2.127447 41.358337 0))","3197",,"Castelao - av.de la Granvia de l'Hospitalet, rotonda del c.de","1733"
"POLYGON Z ((2.124634 41.363294 0,2.124707 41.363319 0,2.124762 41.363349 0,2.124785 41.363403 0,2.124771 41.363494 0,2.124743 41.363537 0,2.124662 41.363609 0,2.124587 41.363647 0,2.124515 41.363654 0,2.124418 41.363618 0,2.124349 41.363545 0,2.124355 41.363464 0,2.124412 41.363384 0,2.124478 41.363317 0,2.124548 41.363297 0,2.124634 41.363294 0))","3022",,"Castelao (c.Castelao - c.Mestre Carbó), parterres del c.de","1080"
"POLYGON Z ((2.12666 41.355184 0,2.126546 41.355242 0,2.126394 41.355264 0,2.126256 41.355244 0,2.12612 41.355176 0,2.126042 41.355085 0,2.126012 41.354973 0,2.126049 41.354855 0,2.126108 41.354783 0,2.12666 41.355184 0))","3146",,"Ciències - av.Joan Carles I, rotonda del c.","1490"
"POLYGON Z ((2.120466 41.351374 0,2.120617 41.351449 0,2.120554 41.351494 0,2.120453 41.351506 0,2.120363 41.351478 0,2.120466 41.351374 0))","3152",,"Ciències - c.M.Hernàndez, rotonda del c.","172"
"MULTIPOLYGON Z (((2.119603 41.36599 0,2.119943 41.366051 0,2.119848 41.366171 0,2.11947 41.366389 0,2.119302 41.366498 0,2.119214 41.366582 0,2.118864 41.366534 0,2.118541 41.366351 0,2.118597 41.366309 0,2.11896 41.366269 0,2.119257 41.366192 0,2.119603 41.36599 0)),((2.12023 41.365844 0,2.120278 41.365865 0,2.120245 41.365901 0,2.120196 41.365882 0,2.12023 41.365844 0)),((2.119638 41.365719 0,2.11976 41.365736 0,2.1198 41.365818 0,2.119685 41.365817 0,2.119638 41.365719 0)))","3001",,"Cultura, zona verda del c.de la","3337"
"POLYGON Z ((2.124768 41.35621 0,2.124875 41.356214 0,2.125461 41.356395 0,2.125517 41.356433 0,2.125541 41.356473 0,2.125865 41.357456 0,2.125868 41.357517 0,2.125845 41.357574 0,2.1258 41.357622 0,2.125759 41.357648 0,2.125713 41.357668 0,2.12566 41.357681 0,2.125597 41.357687 0,2.124938 41.357475 0,2.124896 41.357446 0,2.124541 41.35641 0,2.124554 41.356339 0,2.124613 41.356276 0,2.124692 41.356223 0,2.124768 41.35621 0))","3198",,"Europa, rotonda central de la pl.d'","11774"
"POLYGON Z ((2.120121 41.360188 0,2.120406 41.360286 0,2.120646 41.360366 0,2.12084 41.360423 0,2.12115 41.360559 0,2.120863 41.361041 0,2.120206 41.362086 0,2.119948 41.361996 0,2.119773 41.361936 0,2.120161 41.361291 0,2.119853 41.361184 0,2.119555 41.36166 0,2.119285 41.361567 0,2.119397 41.361385 0,2.119318 41.361357 0,2.119346 41.361332 0,2.119278 41.361289 0,2.119364 41.361148 0,2.119298 41.361127 0,2.11929 41.361068 0,2.119393 41.361105 0,2.119532 41.361152 0,2.119548 41.361126 0,2.120121 41.360188 0))","3044",,"Fortuna 11-17 i c.Narcís Monturiol 159 (pl. de Quart), zona enjardinada al voltant del c.","15589"
"MULTIPOLYGON Z (((2.128223 41.36424 0,2.128458 41.364312 0,2.128366 41.364487 0,2.128122 41.364412 0,2.128223 41.36424 0)),((2.127923 41.363435 0,2.12823 41.363532 0,2.12845 41.363656 0,2.128293 41.363956 0,2.12773 41.363783 0,2.127923 41.363435 0)))","3029",,"Francesc Macià i Llussà, pl.de","2491"
"POLYGON Z ((2.123611 41.366869 0,2.124299 41.367068 0,2.123973 41.367826 0,2.123697 41.367837 0,2.123446 41.367837 0,2.123029 41.367853 0,2.122769 41.367806 0,2.122786 41.367758 0,2.122902 41.367756 0,2.12302 41.367468 0,2.123311 41.367536 0,2.123611 41.366869 0))","3064",,"Frederica Montseny, pl.de","7386"
"POLYGON Z ((2.128095 41.359324 0,2.128631 41.35971 0,2.128805 41.359586 0,2.129717 41.360254 0,2.129567 41.360369 0,2.131877 41.362107 0,2.131789 41.362173 0,2.128049 41.359359 0,2.128095 41.359324 0))","3187",,"Granvia de l'Hospitalet (davant Centre Comercial), mitjana de l'av.de la","6166"
"POLYGON Z ((2.132303 41.362348 0,2.13374 41.363395 0,2.133588 41.363506 0,2.132163 41.362453 0,2.132303 41.362348 0))","3053",,"Granvia de l'Hospitalet (davant Ciutat Judicial), mitjana de l'av.de la","2861"
"POLYGON Z ((2.127568 41.359137 0,2.128279 41.359648 0,2.128838 41.36006 0,2.129941 41.360905 0,2.131021 41.361716 0,2.132379 41.362737 0,2.132307 41.36279 0,2.131643 41.362285 0,2.131489 41.362396 0,2.13134 41.362286 0,2.131385 41.362224 0,2.130904 41.361858 0,2.130851 41.361942 0,2.130833 41.361945 0,2.130758 41.36194 0,2.130703 41.36193 0,2.13067 41.361922 0,2.130639 41.361912 0,2.130619 41.361904 0,2.13061 41.361898 0,2.130496 41.362011 0,2.130415 41.361965 0,2.130349 41.361918 0,2.130683 41.361561 0,2.129185 41.360422 0,2.128777 41.360104 0,2.128478 41.360239 0,2.12806 41.360005 0,2.128338 41.359796 0,2.127508 41.359184 0,2.127568 41.359137 0))","3051",,"Granvia de l'Hospitalet (entre c.Riera Blanca i c.Igualtat), lateral de l'av.de la","8014"
"POLYGON Z ((2.121986 41.3547 0,2.123249 41.355651 0,2.122994 41.35493 0,2.124482 41.356039 0,2.124699 41.356116 0,2.124516 41.356215 0,2.124457 41.356286 0,2.124443 41.356387 0,2.124515 41.356608 0,2.124449 41.356658 0,2.121917 41.354752 0,2.121986 41.3547 0))","3199",,"Granvia de l'Hospitalet (entre rotonda central pl.Europa i c.Can Tries), mitjana de l'av.de la","9362"
"POLYGON Z ((2.123676 41.35614 0,2.124587 41.356827 0,2.124815 41.357487 0,2.124817 41.357522 0,2.124505 41.358039 0,2.124145 41.358634 0,2.124048 41.358654 0,2.123968 41.358702 0,2.122345 41.358173 0,2.123676 41.35614 0))","3194",,Illa av.de la Granvia de l'Hospitalet - c.Amadeu Torner,"33241"
"POLYGON Z ((2.121919 41.356911 0,2.122678 41.357584 0,2.122332 41.358127 0,2.121398 41.357816 0,2.121329 41.357792 0,2.121919 41.356911 0))","3195",,Illa av.de la Granvia de l'Hospitalet - c.Herrero,"8026"
"POLYGON Z ((2.124974 41.357621 0,2.125892 41.357891 0,2.126169 41.357841 0,2.126996 41.358464 0,2.12691 41.358484 0,2.126811 41.358479 0,2.126772 41.35851 0,2.126678 41.358661 0,2.126657 41.358727 0,2.126263 41.359462 0,2.124358 41.358842 0,2.124352 41.358758 0,2.1243 41.358667 0,2.124974 41.357621 0))","3052",,Illa av.de la Granvia de l'Hospitalet - c.Igualtat,"26792"
"POLYGON Z ((2.121871 41.354829 0,2.122741 41.35545 0,2.122741 41.355484 0,2.122496 41.355721 0,2.121721 41.355333 0,2.121646 41.355107 0,2.121621 41.354956 0,2.121748 41.354854 0,2.121871 41.354829 0))","3196",,Illa av.de la Granvia de l'Hospitalet - c.Sangoneres,"4494"
"POLYGON Z ((2.121873 41.360775 0,2.122226 41.360885 0,2.122699 41.361036 0,2.121616 41.36307 0,2.12073 41.362782 0,2.121873 41.360775 0))","3062",,Illa c.Aprestadora - c.Amadeu Torner (Gornal III),"18917"
"POLYGON Z ((2.125285 41.355755 0,2.125418 41.356188 0,2.125439 41.356255 0,2.125405 41.356273 0,2.125329 41.356252 0,2.124597 41.356001 0,2.124568 41.355923 0,2.125285 41.355755 0))","3202",,Illa c.Ciències - c.Amadeu Torner,"2184"
"POLYGON Z ((2.126564 41.355307 0,2.126797 41.355378 0,2.128502 41.356674 0,2.127661 41.358109 0,2.127591 41.358155 0,2.127485 41.358156 0,2.127364 41.358122 0,2.12686 41.357719 0,2.125848 41.356969 0,2.125654 41.356443 0,2.125861 41.356144 0,2.126391 41.35533 0,2.126564 41.355307 0))","3201",,Illa c.Ciències - c.Física,"42539"
"POLYGON Z ((2.123118 41.35848 0,2.123891 41.358745 0,2.123939 41.358924 0,2.123266 41.360118 0,2.122755 41.359954 0,2.122952 41.359561 0,2.12255 41.35943 0,2.123118 41.35848 0))","3190",,Illa c.Jerusalem - c.Amadeu Torner,"11738"
"POLYGON Z ((2.12122 41.357892 0,2.12219 41.358271 0,2.121478 41.359449 0,2.119505 41.358686 0,2.11974 41.358366 0,2.12122 41.357892 0))","3191",,Illa c.Jerusalem - c.Herrero,"21606"
"POLYGON Z ((2.121062 41.360139 0,2.122052 41.360447 0,2.121934 41.360667 0,2.120923 41.360354 0,2.121062 41.360139 0))","3189",,Illa c.Joan de Joanes - c.Amadeu Torner,"2393"
"POLYGON Z ((2.127943 41.366786 0,2.127994 41.366791 0,2.128083 41.367093 0,2.127763 41.367055 0,2.127854 41.366984 0,2.127943 41.366786 0))","3054",,"Jacint Verdaguer (cantonada c.Sta.Eulàlia), zona enjardinada del c.de","447"
"POLYGON Z ((2.120201 41.364618 0,2.12035 41.364665 0,2.12016 41.364991 0,2.120018 41.364942 0,2.120201 41.364618 0))","3005",,"Jansana, zona verda del pge.de","523"
"POLYGON Z ((2.129689 41.361468 0,2.13011 41.361603 0,2.13 41.361778 0,2.129595 41.361645 0,2.129689 41.361468 0))","3048",,"Joan Brossa, pl.de","802"
"POLYGON Z ((2.11633 41.362902 0,2.11814 41.363538 0,2.118121 41.363567 0,2.119365 41.364016 0,2.119347 41.364217 0,2.120058 41.364531 0,2.120022 41.364599 0,2.119153 41.364352 0,2.119203 41.364236 0,2.119171 41.364161 0,2.116684 41.363282 0,2.116448 41.363279 0,2.116321 41.36324 0,2.116318 41.363082 0,2.11633 41.362902 0))","3006",,"Lavínia, zona verda del c.de","8151"
"POLYGON Z ((2.127726 41.367473 0,2.128116 41.367506 0,2.128069 41.367731 0,2.127684 41.36769 0,2.127726 41.367473 0))","3016",,"Maria Artigal (regidoria de Sta.Eulàlia), pl.de","811"
"POLYGON Z ((2.131286 41.367005 0,2.131642 41.367165 0,2.131409 41.367551 0,2.131503 41.367601 0,2.131384 41.367726 0,2.131055 41.367589 0,2.130922 41.367431 0,2.131286 41.367005 0))","3027",,"Maria Aurèlia Capmany, pl.de","2627"
"POLYGON Z ((2.127934 41.360291 0,2.128483 41.36046 0,2.128326 41.360746 0,2.127781 41.360568 0,2.127934 41.360291 0))","3047",,"Marie Curie, pl.de","1681"
"POLYGON Z ((2.130732 41.365699 0,2.131242 41.366068 0,2.130849 41.366536 0,2.130257 41.366297 0,2.130732 41.365699 0))","3039",,"Martí Codolar 1-13 (entre c.de la Unió, c.de Buenos Aires i c.de l'Aprestadora), zona enjardinada del c.de","3955"
"MULTIPOLYGON Z (((2.127635 41.368375 0,2.127797 41.368434 0,2.127748 41.368514 0,2.12759 41.368458 0,2.127635 41.368375 0)),((2.127301 41.368097 0,2.1282 41.368174 0,2.128243 41.368201 0,2.128191 41.368259 0,2.128121 41.36822 0,2.128053 41.368198 0,2.127881 41.368185 0,2.127756 41.368172 0,2.127329 41.368144 0,2.127301 41.368097 0)))","3015",,"Metro (accés a l'estació de metro de Sta.Eulàlia i parterre c.Santiago Ramón i Cajal), zona verda de l'av.del","510"
"POLYGON Z ((2.129687 41.364895 0,2.130414 41.365049 0,2.129719 41.365906 0,2.129019 41.365586 0,2.129518 41.364985 0,2.129687 41.364895 0))","3026",,"Milagros Consarnau i Sabaté, pl.de","6896"
"POLYGON Z ((2.121615 41.363199 0,2.121676 41.363209 0,2.121725 41.363234 0,2.121754 41.363266 0,2.121766 41.363314 0,2.121752 41.363358 0,2.121721 41.363392 0,2.121679 41.363413 0,2.121622 41.363423 0,2.121566 41.363416 0,2.121512 41.363388 0,2.121479 41.363349 0,2.12147 41.363305 0,2.121482 41.363267 0,2.121516 41.363231 0,2.121562 41.36321 0,2.121615 41.363199 0))","3050",,"Narcís Monturiol - c.Amadeu Torner, rotonda del c.","469"
"MULTIPOLYGON Z (((2.123059 41.363863 0,2.123459 41.364043 0,2.123379 41.364215 0,2.123242 41.364469 0,2.123147 41.364444 0,2.123187 41.364362 0,2.122898 41.364311 0,2.122511 41.364209 0,2.122624 41.363975 0,2.122684 41.363944 0,2.123059 41.363863 0)),((2.122172 41.36359 0,2.122566 41.363824 0,2.122571 41.363856 0,2.122545 41.36391 0,2.122105 41.363655 0,2.122136 41.363597 0,2.122172 41.36359 0)))","3017",,"Narcís Monturiol (c.A.Torner - c.Gasòmetre), zona verda del c.de","3466"
"POLYGON Z ((2.116043 41.359776 0,2.116461 41.360046 0,2.116064 41.360181 0,2.116043 41.359776 0))","3056",,"Narcís Monturiol (cantonada amb av.Vilanova), zona enjardinada del c.de","760"
"POLYGON Z ((2.123703 41.361334 0,2.124376 41.361562 0,2.123843 41.362453 0,2.123811 41.362445 0,2.123202 41.363423 0,2.122789 41.36328 0,2.122934 41.363141 0,2.12309 41.362844 0,2.123169 41.362746 0,2.12341 41.362333 0,2.123396 41.36232 0,2.123693 41.361812 0,2.123466 41.361731 0,2.123703 41.361334 0))","3020",,"Palmeres (c.Badalona - c.Aprestadora), parc de les","9642"
"POLYGON Z ((2.126405 41.360416 0,2.126984 41.360595 0,2.1268 41.360935 0,2.126221 41.360757 0,2.126405 41.360416 0))","3038",,"Prat de la Manta i Castelao, jardí entre c.de","2137"
"POLYGON Z ((2.119507 41.36458 0,2.11996 41.364731 0,2.119665 41.365249 0,2.119277 41.364968 0,2.119507 41.36458 0))","3004",,"Provençana, pl.de","2297"
"POLYGON Z ((2.118192 41.36459 0,2.118578 41.364891 0,2.118456 41.364999 0,2.118309 41.365288 0,2.117926 41.365175 0,2.118192 41.36459 0))","3002",,"Pujadas, jardí del c.de can","2179"
"POLYGON Z ((2.13001 41.367832 0,2.131035 41.36801 0,2.131344 41.368178 0,2.131092 41.368495 0,2.129966 41.368089 0,2.13001 41.367832 0))","3013",,"Sta.Eulàlia 2 (pl.de l'Escorça), jardins del c.de","4342"
"POLYGON Z ((2.118534 41.364985 0,2.118577 41.365006 0,2.118577 41.365041 0,2.118728 41.365115 0,2.118659 41.365188 0,2.118784 41.365253 0,2.118815 41.36522 0,2.119039 41.365416 0,2.119196 41.365435 0,2.119233 41.365401 0,2.119003 41.365098 0,2.119052 41.365004 0,2.119267 41.365192 0,2.119631 41.365293 0,2.119826 41.36539 0,2.119907 41.36548 0,2.119901 41.365591 0,2.119795 41.365643 0,2.119189 41.365536 0,2.118804 41.365418 0,2.118744 41.365476 0,2.118326 41.365378 0,2.118322 41.365333 0,2.118392 41.365211 0,2.11846 41.365063 0,2.118534 41.364985 0))","3003",,"Sta.Eulàlia, zona verda de l'ermita de","4091"
"POLYGON Z ((2.129725 41.361832 0,2.129981 41.361906 0,2.129506 41.362383 0,2.129419 41.362353 0,2.129725 41.361832 0))","3059",,"Transversal, Espai del c.","984"
"POLYGON Z ((2.120934 41.364908 0,2.121732 41.365184 0,2.121432 41.365682 0,2.120507 41.36536 0,2.120574 41.365262 0,2.12095 41.365392 0,2.121151 41.365072 0,2.120901 41.364985 0,2.120934 41.364908 0))","3055",,"UNICEF, pl. de la","3657"
"POLYGON Z ((2.124186 41.364698 0,2.124371 41.364762 0,2.124237 41.364976 0,2.124103 41.364939 0,2.124072 41.364884 0,2.124183 41.364704 0,2.124186 41.364698 0))","3065",,"Uva 58 (cantonada c.Muns), espai del c.","443"
