WKT;id;description;name;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
POLYGON Z ((2.110261 41.350897 0,2.110466 41.350978 0,2.110616 41.351081 0,2.110357 41.351522 0,2.110058 41.351796 0,2.109944 41.351892 0,2.109821 41.351955 0,2.109697 41.351943 0,2.10956 41.351904 0,2.109634 41.351647 0,2.10959 41.35154 0,2.109755 41.351181 0,2.11015 41.35111 0,2.110261 41.350897 0));6038;;Marina (zona verda entre mercat i rb.de la Marina 279), rb.de la;5473;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.112304 41.349255 0,2.113244 41.349489 0,2.113216 41.349556 0,2.112256 41.34933 0,2.112304 41.349255 0));6043;;Marina 10-18 (zona posterior del bloc), rb.de la;708;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.111597 41.350861 0,2.112439 41.351069 0,2.112483 41.350973 0,2.112819 41.351057 0,2.112628 41.351519 0,2.111454 41.351192 0,2.111597 41.350861 0));6047;;Marina 100-108 (zona muntanya entre 100-108), rb. de la;4574;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.111631 41.350315 0,2.111997 41.350409 0,2.112034 41.350427 0,2.112048 41.35047 0,2.112003 41.350585 0,2.112624 41.350743 0,2.112602 41.350793 0,2.111689 41.350571 0,2.111634 41.350692 0,2.111469 41.35065 0,2.111631 41.350315 0));6046;;Marina 100-108 (zona posterior del bloc), rb.de la;1524;DIS_6;Districte VI;BAR_12;Bellvitge
MULTIPOLYGON Z (((2.111082 41.351294 0,2.111166 41.351313 0,2.110988 41.35171 0,2.11109 41.351731 0,2.111029 41.351901 0,2.110781 41.351846 0,2.110579 41.352324 0,2.110228 41.352222 0,2.110305 41.352135 0,2.110266 41.352106 0,2.110498 41.351915 0,2.110708 41.351719 0,2.110819 41.351589 0,2.110906 41.351497 0,2.110966 41.351506 0,2.111082 41.351294 0)),((2.111418 41.350867 0,2.111531 41.350914 0,2.111362 41.351139 0,2.111223 41.3511 0,2.111225 41.351066 0,2.111343 41.350881 0,2.111397 41.350898 0,2.111418 41.350867 0)));6051;;Marina 100-240, lateral est de la rb.de la;2974;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.10866 41.349708 0,2.109002 41.349798 0,2.108941 41.349936 0,2.108872 41.350045 0,2.108767 41.350264 0,2.108448 41.350186 0,2.10866 41.349708 0));6164;;Marina 161-177 (voltants del Centre Infantil i Juvenil de Bellvitge), rb.de la;1626;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.11124 41.352068 0,2.111374 41.352095 0,2.111336 41.352181 0,2.111203 41.352154 0,2.11124 41.352068 0));6049;;Marina 170, jardinera de la rb.de la;116;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109727 41.35021 0,2.109838 41.350237 0,2.10993 41.350275 0,2.10995 41.350312 0,2.109947 41.350345 0,2.109922 41.350359 0,2.109852 41.350349 0,2.109759 41.350335 0,2.109594 41.350292 0,2.109684 41.350264 0,2.109727 41.35021 0));6050;;Marina 181 (costat sud), rb.de la;266;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108659 41.350716 0,2.109589 41.350947 0,2.109462 41.351235 0,2.108533 41.351005 0,2.108659 41.350716 0));6030;;Marina 241-247 (entre els blocs 211-217 i 241-247), rb.de la;2763;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.111483 41.352766 0,2.112087 41.35292 0,2.112065 41.352991 0,2.111452 41.352827 0,2.111483 41.352766 0));6055;;Marina 252-262 (zona posterior del bloc), rb.de la;412;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108183 41.351595 0,2.1093 41.351886 0,2.109314 41.351912 0,2.10956 41.351974 0,2.109592 41.352026 0,2.109561 41.352073 0,2.109448 41.352127 0,2.109227 41.352074 0,2.109277 41.351955 0,2.108158 41.351668 0,2.108183 41.351595 0));6032;;Marina 281-289 (zona posterior del bloc), rb.de la;1282;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.110195 41.352544 0,2.111313 41.352841 0,2.11118 41.353175 0,2.109983 41.352867 0,2.110011 41.352786 0,2.110059 41.352686 0,2.110094 41.35261 0,2.110132 41.35262 0,2.110165 41.352606 0,2.110195 41.352544 0));6053;;Marina 300 (entre el 240-250 i 300-310), rb.de la;4089;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.111362 41.353023 0,2.111562 41.353076 0,2.111576 41.353086 0,2.11158 41.353096 0,2.111584 41.353109 0,2.111515 41.353257 0,2.111506 41.35326 0,2.111254 41.353193 0,2.111251 41.353189 0,2.111318 41.353044 0,2.111329 41.353035 0,2.111347 41.353026 0,2.111362 41.353023 0));6056;;Marina 312-314 (zona posterior del bloc), rb.de la;480;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109183 41.352128 0,2.109399 41.352186 0,2.109239 41.352246 0,2.108934 41.352321 0,2.108891 41.352293 0,2.108968 41.352145 0,2.109183 41.352128 0));6033;;Marina 331, parterre de la rb.de la;503;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108465 41.352271 0,2.108716 41.352336 0,2.108724 41.352368 0,2.108097 41.352472 0,2.108082 41.352379 0,2.108239 41.352415 0,2.108411 41.352391 0,2.108465 41.352271 0));6034;;Marina 333, parterre de la rb.de la;383;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.107904 41.351584 0,2.108156 41.351648 0,2.108085 41.35181 0,2.10783 41.351746 0,2.107904 41.351584 0));6036;;Marina 335 (entre el bloc 335 i el centre Estel), parterre de la rb.de la;425;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.107518 41.352438 0,2.107759 41.352501 0,2.107747 41.352526 0,2.107567 41.352549 0,2.107483 41.352529 0,2.107518 41.352438 0));6035;;Marina 335, parterre de la rb.de la;168;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.106685 41.352433 0,2.10687 41.352479 0,2.106848 41.352521 0,2.107401 41.352658 0,2.107457 41.352532 0,2.107677 41.352585 0,2.107643 41.352648 0,2.107434 41.352717 0,2.106809 41.35255 0,2.10683 41.352509 0,2.106675 41.352464 0,2.106685 41.352433 0));6019;;Marina 341-347 (lateral Pl. Amalvigia), rb.de la;593;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.10681 41.352006 0,2.107043 41.352066 0,2.107079 41.35209 0,2.107095 41.352119 0,2.107086 41.352152 0,2.107045 41.352245 0,2.10754 41.352369 0,2.107526 41.352408 0,2.106799 41.352224 0,2.106746 41.352352 0,2.106664 41.352331 0,2.10681 41.352006 0));6037;;Marina 341-347,  rb.de la (zona posterior del bloc);914;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.110208 41.353085 0,2.110472 41.353155 0,2.110436 41.353232 0,2.110829 41.353342 0,2.11107 41.353407 0,2.110986 41.353598 0,2.110077 41.353361 0,2.110208 41.353085 0));6054;;Marina 358 (entre el 300-310 i 360-370), rb.de la;2055;DIS_6;Districte VI;BAR_12;Bellvitge
MULTIPOLYGON Z (((2.112785 41.350706 0,2.112915 41.350718 0,2.112945 41.350815 0,2.112876 41.350875 0,2.112752 41.35086 0,2.112707 41.350784 0,2.112785 41.350706 0)),((2.113135 41.349878 0,2.113264 41.34989 0,2.113295 41.349987 0,2.113226 41.350047 0,2.113102 41.350033 0,2.113057 41.349956 0,2.113135 41.349878 0)));6048;;Marina 38-10 (rb.Marina - av.Amèrica), zona de vianants del pg.de la;543;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.112104 41.349512 0,2.112377 41.349582 0,2.112427 41.349607 0,2.112427 41.349648 0,2.112376 41.349761 0,2.112968 41.349908 0,2.112948 41.349954 0,2.112048 41.349735 0,2.11199 41.349858 0,2.111907 41.349838 0,2.112104 41.349512 0));6044;;Marina 40-48 (zona posterior del bloc), rb.de la;1163;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109707 41.35246 0,2.109719 41.35246 0,2.10973 41.352467 0,2.109734 41.352473 0,2.109735 41.352483 0,2.109678 41.352592 0,2.109669 41.352596 0,2.109663 41.352595 0,2.109656 41.352586 0,2.109612 41.352517 0,2.109612 41.35251 0,2.109616 41.352503 0,2.109707 41.35246 0));6057;;Marina 400 (davant del bloc 400), rb.de la;85;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109959 41.352332 0,2.11015 41.35238 0,2.110228 41.352433 0,2.110146 41.352604 0,2.110123 41.352612 0,2.110058 41.352595 0,2.110104 41.352499 0,2.10982 41.352422 0,2.109817 41.352404 0,2.109939 41.352335 0,2.109959 41.352332 0));6052;;Marina 400 (rb.Marina entre 400 i 240), rb.de la;475;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108517 41.352787 0,2.108543 41.352872 0,2.108518 41.352898 0,2.108234 41.352876 0,2.108139 41.353072 0,2.108288 41.35311 0,2.108187 41.353296 0,2.107978 41.353244 0,2.107917 41.353362 0,2.10773 41.353229 0,2.107755 41.353205 0,2.107721 41.353184 0,2.107676 41.353223 0,2.107545 41.35313 0,2.107531 41.353038 0,2.107592 41.352967 0,2.107758 41.352917 0,2.108198 41.352791 0,2.108517 41.352787 0));6060;;Marina 406-420 (cantonada amb Travessía Industrial), rb.de la;2600;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.107985 41.353251 0,2.108189 41.353304 0,2.108211 41.353299 0,2.108777 41.353451 0,2.108702 41.3536 0,2.108659 41.353588 0,2.108706 41.353489 0,2.10801 41.353301 0,2.107977 41.353374 0,2.107934 41.353362 0,2.107985 41.353251 0));6154;;Marina 420-426 (zona posterior al bloc), rb.de la;468;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108868 41.353286 0,2.108979 41.353318 0,2.108813 41.353658 0,2.108697 41.353625 0,2.108868 41.353286 0));6063;;Marina 426 (entre 426 i 430), rb.de la;409;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108987 41.353335 0,2.109731 41.353532 0,2.109703 41.353587 0,2.108964 41.353387 0,2.108987 41.353335 0));6064;;Marina 430-436 (zona posterior del bloc), rb.de la;416;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.111852 41.349918 0,2.112195 41.350004 0,2.112221 41.350018 0,2.112238 41.350052 0,2.112187 41.350162 0,2.112801 41.350312 0,2.112772 41.350374 0,2.111834 41.350145 0,2.111846 41.350109 0,2.11176 41.350089 0,2.111852 41.349918 0));6045;;Marina 70-78 (zona posterior del bloc), rb.de la;1231;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108459 41.351217 0,2.108592 41.351249 0,2.108482 41.3515 0,2.108352 41.35147 0,2.108459 41.351217 0));6031;;Marina Center (zona posterior a l'entrada), zona verda del;339;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.11036 41.343214 0,2.110469 41.343233 0,2.110551 41.343279 0,2.110616 41.34336 0,2.110628 41.343447 0,2.110602 41.343517 0,2.110543 41.343578 0,2.110469 41.343616 0,2.110351 41.343636 0,2.110241 41.34362 0,2.110146 41.343571 0,2.110085 41.343496 0,2.110068 41.343415 0,2.110099 41.34333 0,2.110155 41.343273 0,2.110265 41.343224 0,2.11036 41.343214 0));6158;;Pau Redó (al costat de l'Hospital Duran i Reynals), rotonda del camí de;1685;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.110189 41.354678 0,2.110402 41.354733 0,2.11041 41.354762 0,2.11035 41.354899 0,2.110884 41.35504 0,2.11086 41.355096 0,2.110089 41.354891 0,2.110189 41.354678 0));6069;;Portugal 11-17 (zona entre els blocs), c.de;827;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.11076 41.354847 0,2.110931 41.354883 0,2.110932 41.354912 0,2.110824 41.354985 0,2.110771 41.354973 0,2.110754 41.354892 0,2.11076 41.354847 0));6071;;Portugal 17-37 (zona entre els blocs), c.de;150;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109971 41.354216 0,2.109986 41.354216 0,2.110232 41.354285 0,2.110112 41.354529 0,2.110036 41.35451 0,2.109316 41.354318 0,2.109346 41.354244 0,2.109885 41.354388 0,2.109971 41.354216 0));6068;;Portugal 30-36 (zona entre els blocs), c.de;1086;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.110517 41.354007 0,2.111431 41.354249 0,2.111331 41.354473 0,2.111302 41.354463 0,2.111271 41.354525 0,2.110383 41.354294 0,2.110517 41.354007 0));6072;;Portugal 31-37 - CEIP Bernat Metge, c.de;2709;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.110265 41.354524 0,2.111041 41.354729 0,2.111006 41.354799 0,2.11023 41.354597 0,2.110265 41.354524 0));6070;;Portugal 31-37 (zona entre els blocs), c.de;582;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109738 41.353558 0,2.110469 41.353752 0,2.110346 41.354033 0,2.109604 41.353842 0,2.109738 41.353558 0));6067;;Portugal 50-56 (c.Portugal 50-56 - rb.Marina 360-368), c.de;2164;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.109159 41.353582 0,2.109618 41.353704 0,2.109478 41.353994 0,2.109344 41.353958 0,2.109366 41.353897 0,2.109343 41.353901 0,2.109071 41.353827 0,2.109058 41.353794 0,2.109159 41.353582 0));6066;;Portugal 60 (c.Portugal 60 - rb.Marina 432-436), c.de;1216;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.108588 41.353684 0,2.109049 41.353808 0,2.10907 41.353828 0,2.109342 41.353901 0,2.109349 41.353913 0,2.109336 41.353944 0,2.108622 41.353753 0,2.108593 41.353815 0,2.108679 41.353876 0,2.108665 41.353901 0,2.1086 41.353885 0,2.108519 41.353827 0,2.108588 41.353684 0));6065;;Portugal 60-66 (zona posterior del bloc), c.de;493;DIS_6;Districte VI;BAR_12;Bellvitge
MULTIPOLYGON Z (((2.107016 41.350515 0,2.107187 41.35056 0,2.107021 41.350924 0,2.106864 41.350877 0,2.107016 41.350515 0)),((2.107334 41.350426 0,2.108143 41.350627 0,2.108077 41.350773 0,2.10729 41.350572 0,2.107334 41.350426 0)));6018;;Prat (entre CEIP Joan XXIII i CEIP M.D.Bellvitge), pge.del c.del;1807;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.105594 41.351417 0,2.106295 41.351596 0,2.106331 41.351508 0,2.106385 41.351467 0,2.106471 41.351459 0,2.106688 41.351512 0,2.106555 41.351798 0,2.10649 41.351784 0,2.106527 41.351702 0,2.105643 41.351479 0,2.105602 41.351564 0,2.105546 41.351533 0,2.105594 41.351417 0));6014;;Prat 10-18 (zona posterior del bloc), c.del;1077;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.106814 41.351561 0,2.107233 41.351664 0,2.107257 41.351689 0,2.107274 41.351725 0,2.107272 41.351767 0,2.107257 41.351839 0,2.107723 41.351957 0,2.1077 41.352011 0,2.106919 41.351823 0,2.106861 41.351947 0,2.106657 41.351899 0,2.106726 41.351762 0,2.106814 41.351561 0));6015;;Prat 11-19 (zona posterior del bloc), c.del;1609;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.106628 41.351054 0,2.1068 41.351093 0,2.106841 41.351122 0,2.106842 41.351168 0,2.106732 41.351395 0,2.106669 41.351378 0,2.106697 41.351311 0,2.10601 41.351134 0,2.105995 41.35111 0,2.106013 41.351074 0,2.106042 41.35107 0,2.10649 41.351182 0,2.10654 41.351084 0,2.106572 41.351058 0,2.106628 41.351054 0));6016;;Prat 30-36 (zona posterior del bloc), c.del;1031;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.10694 41.351285 0,2.107915 41.35154 0,2.10788 41.351608 0,2.106989 41.351375 0,2.106935 41.351492 0,2.106855 41.351471 0,2.10694 41.351285 0));6017;;Prat 31-39 (zona posterior del bloc), c.del;796;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.106293 41.350405 0,2.10664 41.350492 0,2.106474 41.350883 0,2.106257 41.351121 0,2.106004 41.351059 0,2.106293 41.350405 0));6182;;Prat 40-48, c.del;2232;DIS_6;Districte VI;BAR_12;Bellvitge
POLYGON Z ((2.118132 41.359176 0,2.118158 41.359387 0,2.117702 41.359404 0,2.11768 41.359204 0,2.118132 41.359176 0));6160;;Aprestadora (cantonada amb av.Carmen Amaya), zona enjardinada del c. d';872;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.121837 41.354346 0,2.121686 41.354607 0,2.121562 41.354543 0,2.121481 41.354444 0,2.121459 41.354337 0,2.121499 41.354225 0,2.121565 41.354176 0,2.121837 41.354346 0));6200;;Can Tries - av.de la Granvia de l'Hospitalet, rotonda del c.de;895;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.120015 41.35785 0,2.119964 41.357843 0,2.119916 41.357818 0,2.119886 41.357782 0,2.119878 41.357741 0,2.119891 41.357701 0,2.11992 41.357671 0,2.120278 41.357468 0,2.120015 41.35785 0));6193;;Can Tries - c.Jerusalem, rotonda del c.de;495;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118736 41.358135 0,2.119462 41.358345 0,2.119469 41.358433 0,2.118954 41.359218 0,2.118661 41.359643 0,2.118589 41.359665 0,2.118334 41.359597 0,2.118236 41.358635 0,2.118547 41.358614 0,2.118528 41.358467 0,2.118746 41.35845 0,2.118736 41.358135 0));6142;;Can Tries (costat oest, entre c.Aprestadora i c.Joncs 4 - 8), c.de;9578;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.119596 41.358808 0,2.121356 41.359463 0,2.12137 41.359497 0,2.121101 41.359941 0,2.120225 41.359638 0,2.12014 41.359772 0,2.120016 41.359767 0,2.119846 41.360044 0,2.118906 41.35977 0,2.11887 41.359713 0,2.119455 41.358811 0,2.119596 41.358808 0));6144;;Can Tries (entre c.Aprestadora i c.Joan de Joanes), c.de;15817;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.117804 41.360721 0,2.117894 41.360736 0,2.117923 41.360753 0,2.117808 41.360893 0,2.117643 41.360777 0,2.117658 41.360768 0,2.117725 41.360737 0,2.117804 41.360721 0));3041;;Can Tries-Narcís Monturiol, rotonda de;239;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118314 41.352735 0,2.118356 41.352796 0,2.118685 41.352791 0,2.118744 41.352833 0,2.118745 41.35286 0,2.118537 41.352871 0,2.118465 41.352875 0,2.117948 41.352911 0,2.117899 41.352915 0,2.117651 41.352929 0,2.1175 41.352938 0,2.117078 41.352953 0,2.117073 41.352883 0,2.117839 41.352841 0,2.117832 41.352761 0,2.118314 41.352735 0));6127;;Carmen Amaya  14 (costat del centre cívic), parterre de l'av.de;1536;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118739 41.352892 0,2.118774 41.352933 0,2.118752 41.352952 0,2.11828 41.352943 0,2.11832 41.353361 0,2.118509 41.355319 0,2.11864 41.356912 0,2.118631 41.356982 0,2.118744 41.357331 0,2.118595 41.357289 0,2.118558 41.356576 0,2.118552 41.356453 0,2.118287 41.356459 0,2.118248 41.356055 0,2.118524 41.356043 0,2.118499 41.355718 0,2.11841 41.354695 0,2.11833 41.353981 0,2.118287 41.353438 0,2.118244 41.352952 0,2.118243 41.352926 0,2.11853 41.352902 0,2.118589 41.352901 0,2.118739 41.352892 0));6139;;Carmen Amaya (lateral de l'escola Xaloc), parterre de l'av.de;3214;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116596 41.351539 0,2.116628 41.35183 0,2.116532 41.351836 0,2.116508 41.351676 0,2.116227 41.351692 0,2.11624 41.351856 0,2.116146 41.351861 0,2.116113 41.351565 0,2.116596 41.351539 0));6117;;Carmen Amaya 1 - 5/9 (av.C.Amaya 1 - 3 - 5/9), av.de;892;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116079 41.351044 0,2.116103 41.351049 0,2.116118 41.351054 0,2.116136 41.351061 0,2.116192 41.351088 0,2.116375 41.351194 0,2.116437 41.351231 0,2.11645 41.351308 0,2.116108 41.351323 0,2.116079 41.351044 0));6115;;Carmen Amaya 1 (av.C.Amaya 1 - av.Vilanova 10), av.de;592;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116488 41.351261 0,2.116853 41.35148 0,2.11686 41.351533 0,2.116623 41.351559 0,2.116609 41.351522 0,2.1165 41.351528 0,2.116488 41.351261 0));6116;;Carmen Amaya 1-3, av.de;559;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116794 41.352395 0,2.116811 41.352578 0,2.116221 41.352615 0,2.116206 41.352431 0,2.116794 41.352395 0));6120;;Carmen Amaya 11/15 - 17/21 (zona entre els blocs), av.de;1010;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118206 41.353137 0,2.118242 41.353553 0,2.117993 41.353569 0,2.118002 41.353633 0,2.117759 41.353645 0,2.117725 41.353303 0,2.117999 41.353291 0,2.117986 41.353143 0,2.118206 41.353137 0));6128;;Carmen Amaya 14-16 (entre 14/16 i 18/20), av.de;1709;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.117893 41.352939 0,2.117908 41.352969 0,2.117914 41.353058 0,2.117668 41.353072 0,2.117657 41.352982 0,2.117664 41.352954 0,2.117893 41.352939 0));6126;;Carmen Amaya 14, av.de;273;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116835 41.352681 0,2.116857 41.352919 0,2.116245 41.352952 0,2.11622 41.352725 0,2.116835 41.352681 0));6121;;Carmen Amaya 17/21 - 23/27 (zona entre els blocs), av.de;1334;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118272 41.353762 0,2.118302 41.354126 0,2.118041 41.35414 0,2.118054 41.35428 0,2.117823 41.354295 0,2.117791 41.353931 0,2.118057 41.353915 0,2.11805 41.353775 0,2.118272 41.353762 0));6129;;Carmen Amaya 18-20 (entre 18/20 i 22/24), av.de;1622;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118317 41.354323 0,2.118348 41.354666 0,2.118087 41.354681 0,2.1181 41.35482 0,2.117869 41.354835 0,2.117836 41.354498 0,2.118122 41.354482 0,2.118107 41.354336 0,2.118317 41.354323 0));6130;;Carmen Amaya 22-24 (entre 22/24 i 30/32), av.de;1493;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118368 41.354891 0,2.118401 41.355215 0,2.118139 41.35523 0,2.118154 41.355379 0,2.117926 41.355392 0,2.11789 41.35505 0,2.118168 41.355033 0,2.118155 41.354903 0,2.118368 41.354891 0));6131;;Carmen Amaya 26-28 (entre 26/28 i 30/32), av.de;1467;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116906 41.351503 0,2.117137 41.351595 0,2.1172 41.35163 0,2.11737 41.351742 0,2.117374 41.351748 0,2.117374 41.351754 0,2.117372 41.351758 0,2.117366 41.351764 0,2.117358 41.351767 0,2.117288 41.35177 0,2.117255 41.351772 0,2.117259 41.351804 0,2.117278 41.351803 0,2.117287 41.351803 0,2.117298 41.351806 0,2.117305 41.351814 0,2.117311 41.351826 0,2.117308 41.351835 0,2.117086 41.352032 0,2.116919 41.352238 0,2.116852 41.352405 0,2.116809 41.352405 0,2.1168 41.352332 0,2.11678 41.352121 0,2.116787 41.351881 0,2.116906 41.351503 0));6118;;Carmen Amaya 3 (av.C.Amaya 3 - 5 - 11), av.de;2389;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118443 41.355571 0,2.118469 41.355891 0,2.118211 41.355922 0,2.118005 41.355944 0,2.117969 41.355609 0,2.118443 41.355571 0));6132;;Carmen Amaya 30-32 (entre 30/32 i 34), av.de;1444;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116872 41.353173 0,2.116877 41.353233 0,2.116526 41.35325 0,2.116549 41.353492 0,2.116903 41.353472 0,2.116925 41.353637 0,2.116817 41.353644 0,2.11681 41.353562 0,2.116474 41.353575 0,2.116443 41.35319 0,2.116872 41.353173 0));6122;;Carmen Amaya 31 (voltants de l'església), av.de;844;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116659 41.353733 0,2.116668 41.353802 0,2.116755 41.353881 0,2.116967 41.353872 0,2.116986 41.35406 0,2.116753 41.354071 0,2.116732 41.3539 0,2.116635 41.353809 0,2.11647 41.353817 0,2.116462 41.353745 0,2.116659 41.353733 0));6123;;Carmen Amaya 33-35, av.de;580;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118226 41.355949 0,2.118247 41.356198 0,2.118011 41.356209 0,2.117985 41.355961 0,2.118226 41.355949 0));6133;;Carmen Amaya 34-36, av.de;553;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118277 41.35647 0,2.118306 41.356755 0,2.118061 41.35677 0,2.118025 41.356475 0,2.118277 41.35647 0));6134;;Carmen Amaya 36-40, av.de;673;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118512 41.356612 0,2.118545 41.357015 0,2.118339 41.357023 0,2.118306 41.356625 0,2.118512 41.356612 0));6136;;Carmen Amaya 38-42, av.de;770;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.118571 41.357168 0,2.11858 41.357289 0,2.118414 41.35724 0,2.118335 41.357213 0,2.118332 41.357182 0,2.118571 41.357168 0));6137;;Carmen Amaya 42, av.de;172;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116781 41.356215 0,2.116798 41.356389 0,2.116802 41.356527 0,2.116719 41.35653 0,2.116687 41.356218 0,2.116781 41.356215 0));6124;;Carmen Amaya 45-47 (entre el 45/47 i 49/51), av.de;265;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.117254 41.356666 0,2.117267 41.356853 0,2.117203 41.356896 0,2.11701 41.356838 0,2.117001 41.356729 0,2.116998 41.356681 0,2.117254 41.356666 0));6125;;Carmen Amaya 49-51 (entre av. C.Amaya 59/51 i c.Joncs), av.de;466;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116754 41.351997 0,2.116785 41.352299 0,2.116709 41.352299 0,2.116695 41.352137 0,2.116271 41.352155 0,2.11629 41.352326 0,2.11619 41.352331 0,2.116156 41.352031 0,2.116754 41.351997 0));6119;;Carmen Amaya 5/9 - 11/15 (zona entre els blocs), av.de;1015;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.117452 41.3531 0,2.11784 41.356978 0,2.117504 41.356979 0,2.117138 41.353111 0,2.117452 41.3531 0));6138;;Carmen Amaya, passeig de;11719;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.116298 41.358886 0,2.117456 41.35923 0,2.117422 41.359319 0,2.116945 41.359186 0,2.11631 41.359009 0,2.116298 41.358886 0));6209;;Futbol Gornal, voltants del Camp Municipal de;1151;DIS_6;Districte VI;BAR_11;El Gornal
POLYGON Z ((2.119582 41.352671 0,2.119476 41.352782 0,2.121358 41.354212 0,2.121282 41.354269 0,2.118196 41.351949 0,2.117459 41.351493 0,2.11646 41.351006 0,2.116008 41.350884 0,2.115576 41.350816 0,2.115513 41.350784 0,2.115347 41.350021 0,2.117779 41.351478 0,2.119029 41.352249 0,2.119582 41.352671 0));6204;;Granvia de l'Hospitalet (encreuament amb c.Miguel Hernández), mitjana de l'av.de la;14313;DIS_6;Districte VI;BAR_11;El Gornal
