AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2004;602;50-64;63;53;116;SEC_602
2004;215;00-02;13;11;24;SEC_215
2004;417;35-49;74;84;158;SEC_417
2004;115;12-15;19;32;51;SEC_115
2004;135;50-64;154;163;317;SEC_135
2004;222;18-24;49;54;103;SEC_222
2004;509;25-34;82;98;180;SEC_509
2004;140;00-02;12;15;27;SEC_140
2004;530;18-24;56;59;115;SEC_530
2004;125;03-11;37;49;86;SEC_125
2004;137;65-74;51;32;83;SEC_137
2004;308;18-24;87;83;170;SEC_308
2004;437;50-64;73;51;124;SEC_437
2004;408;18-24;41;40;81;SEC_408
2004;610;00-02;19;16;35;SEC_610
2004;432;75 i +;56;40;96;SEC_432
2004;124;00-02;11;11;22;SEC_124
2004;421;18-24;38;39;77;SEC_421
2004;246;75 i +;73;40;113;SEC_246
2004;127;25-34;77;83;160;SEC_127
2004;429;50-64;53;61;114;SEC_429
2004;520;18-24;34;34;68;SEC_520
2004;527;65-74;61;44;105;SEC_527
2004;247;25-34;118;157;275;SEC_247
2004;304;16-17;10;11;21;SEC_304
2004;519;00-02;12;6;18;SEC_519
2004;623;25-34;153;160;313;SEC_623
2004;301;50-64;211;196;407;SEC_301
2004;305;18-24;85;79;164;SEC_305
2004;615;03-11;26;25;51;SEC_615
2004;246;50-64;68;59;127;SEC_246
2004;529;35-49;136;129;265;SEC_529
