AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2001;240;00-02;7;11;18;SEC_240
2001;314;03-11;80;109;189;SEC_314
2001;433;50-64;71;73;144;SEC_433
2001;244;16-17;2;3;5;SEC_244
2001;429;75 i +;33;21;54;SEC_429
2001;506;25-34;152;182;334;SEC_506
2001;213;25-34;73;84;157;SEC_213
2001;509;75 i +;39;17;56;SEC_509
2001;441;16-17;34;28;62;SEC_441
2001;536;35-49;82;88;170;SEC_536
2001;140;03-11;13;16;29;SEC_140
2001;526;50-64;55;57;112;SEC_526
2001;230;25-34;75;76;151;SEC_230
2001;304;75 i +;91;38;129;SEC_304
2001;518;25-34;93;100;193;SEC_518
2001;228;12-15;11;9;20;SEC_228
2001;628;75 i +;36;17;53;SEC_628
2001;621;65-74;47;40;87;SEC_621
2001;201;50-64;77;59;136;SEC_201
2001;123;65-74;84;78;162;SEC_123
2001;502;16-17;15;18;33;SEC_502
2001;218;35-49;77;78;155;SEC_218
2001;516;50-64;59;55;114;SEC_516
2001;245;18-24;39;45;84;SEC_245
2001;419;25-34;79;91;170;SEC_419
2001;140;16-17;7;7;14;SEC_140
2001;235;03-11;29;37;66;SEC_235
2001;130;65-74;90;77;167;SEC_130
2001;312;50-64;196;164;360;SEC_312
2001;128;16-17;11;8;19;SEC_128
2001;216;35-49;114;106;220;SEC_216
2001;305;75 i +;78;45;123;SEC_305
2001;624;75 i +;27;11;38;SEC_624
2001;404;25-34;115;120;235;SEC_404
2001;603;25-34;58;81;139;SEC_603
2001;132;12-15;41;36;77;SEC_132
2001;611;12-15;22;24;46;SEC_611
2001;249;75 i +;55;36;91;SEC_249
2001;243;00-02;15;25;40;SEC_243
2001;110;00-02;6;7;13;SEC_110
2001;231;25-34;95;90;185;SEC_231
2001;323;12-15;76;59;135;SEC_323
2001;508;25-34;46;53;99;SEC_508
2001;603;75 i +;15;17;32;SEC_603
2001;507;75 i +;37;22;59;SEC_507
2001;433;12-15;20;11;31;SEC_433
2001;210;12-15;7;16;23;SEC_210
2001;140;50-64;106;103;209;SEC_140
2001;441;12-15;62;50;112;SEC_441
2001;320;25-34;96;109;205;SEC_320
2001;107;25-34;163;196;359;SEC_107
2001;441;35-49;241;240;481;SEC_441
2001;627;75 i +;24;15;39;SEC_627
2001;225;25-34;36;43;79;SEC_225
2001;207;03-11;15;20;35;SEC_207
2001;520;25-34;64;75;139;SEC_520
2001;317;12-15;13;18;31;SEC_317
2001;409;50-64;66;61;127;SEC_409
2001;408;75 i +;36;21;57;SEC_408
2001;430;16-17;9;11;20;SEC_430
2001;109;03-11;37;39;76;SEC_109
2001;304;18-24;48;48;96;SEC_304
2001;114;16-17;20;17;37;SEC_114
2001;439;75 i +;40;25;65;SEC_439
2001;114;12-15;19;15;34;SEC_114
2001;209;35-49;90;104;194;SEC_209
2001;517;18-24;49;63;112;SEC_517
2001;237;75 i +;70;38;108;SEC_237
2001;319;00-02;11;13;24;SEC_319
2001;515;25-34;44;68;112;SEC_515
2001;217;35-49;69;70;139;SEC_217
2001;422;16-17;4;11;15;SEC_422
2001;405;50-64;104;79;183;SEC_405
2001;406;18-24;74;77;151;SEC_406
2001;414;00-02;13;6;19;SEC_414
2001;318;65-74;22;23;45;SEC_318
2001;109;00-02;14;15;29;SEC_109
2001;411;75 i +;52;35;87;SEC_411
2001;601;16-17;13;8;21;SEC_601
2001;207;65-74;47;35;82;SEC_207
2001;139;35-49;88;101;189;SEC_139
2001;214;35-49;53;60;113;SEC_214
2001;414;65-74;70;57;127;SEC_414
2001;243;25-34;134;136;270;SEC_243
2001;311;03-11;32;47;79;SEC_311
2001;125;12-15;19;20;39;SEC_125
2001;522;18-24;41;43;84;SEC_522
2001;511;18-24;26;29;55;SEC_511
2001;318;50-64;65;65;130;SEC_318
2001;302;65-74;59;42;101;SEC_302
2001;513;35-49;63;77;140;SEC_513
2001;534;16-17;5;4;9;SEC_534
2001;414;16-17;4;12;16;SEC_414
2001;513;50-64;74;56;130;SEC_513
2001;426;50-64;78;77;155;SEC_426
2001;305;16-17;18;21;39;SEC_305
2001;619;16-17;12;19;31;SEC_619
2001;519;00-02;7;12;19;SEC_519
2001;618;03-11;17;24;41;SEC_618
2001;211;50-64;82;64;146;SEC_211
2001;118;18-24;143;142;285;SEC_118
2001;134;00-02;22;13;35;SEC_134
2001;610;00-02;10;17;27;SEC_610
2001;123;25-34;109;103;212;SEC_123
2001;131;12-15;26;28;54;SEC_131
2001;513;00-02;11;12;23;SEC_513
2001;532;18-24;61;68;129;SEC_532
2001;630;18-24;73;87;160;SEC_630
2001;531;25-34;78;79;157;SEC_531
2001;217;00-02;4;6;10;SEC_217
2001;619;12-15;22;32;54;SEC_619
2001;510;00-02;18;19;37;SEC_510
2001;107;16-17;14;20;34;SEC_107
2001;231;75 i +;88;46;134;SEC_231
2001;247;18-24;51;45;96;SEC_247
2001;506;75 i +;65;39;104;SEC_506
2001;510;65-74;60;55;115;SEC_510
2001;629;00-02;6;5;11;SEC_629
2001;324;75 i +;53;26;79;SEC_324
2001;618;65-74;27;22;49;SEC_618
2001;135;25-34;116;122;238;SEC_135
2001;308;18-24;75;71;146;SEC_308
2001;210;75 i +;69;38;107;SEC_210
2001;624;50-64;160;173;333;SEC_624
2001;422;18-24;52;50;102;SEC_422
