AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2006;632;03-11;52;42;94;SEC_632
2006;519;18-24;41;26;67;SEC_519
2006;416;75 i +;52;33;85;SEC_416
2006;516;00-02;13;11;24;SEC_516
2006;428;16-17;8;6;14;SEC_428
2006;322;25-34;161;166;327;SEC_322
2006;140;35-49;107;115;222;SEC_140
2006;134;25-34;99;115;214;SEC_134
2006;221;75 i +;50;39;89;SEC_221
2006;307;03-11;31;31;62;SEC_307
2006;624;50-64;159;129;288;SEC_624
2006;425;18-24;35;39;74;SEC_425
2006;216;25-34;110;123;233;SEC_216
2006;312;25-34;157;156;313;SEC_312
2006;126;16-17;3;4;7;SEC_126
2006;432;12-15;23;24;47;SEC_432
2006;602;03-11;14;22;36;SEC_602
2006;537;35-49;135;139;274;SEC_537
2006;423;12-15;15;13;28;SEC_423
2006;614;50-64;118;100;218;SEC_614
2006;618;18-24;22;18;40;SEC_618
2006;525;00-02;13;12;25;SEC_525
2006;601;75 i +;58;37;95;SEC_601
2006;631;65-74;58;51;109;SEC_631
2006;323;50-64;341;340;681;SEC_323
2006;209;03-11;29;31;60;SEC_209
2006;504;18-24;31;48;79;SEC_504
2006;243;00-02;18;28;46;SEC_243
2006;531;65-74;50;47;97;SEC_531
2006;522;25-34;80;114;194;SEC_522
2006;602;75 i +;21;13;34;SEC_602
2006;112;75 i +;69;35;104;SEC_112
2006;221;35-49;127;125;252;SEC_221
2006;530;75 i +;91;53;144;SEC_530
2006;137;75 i +;52;25;77;SEC_137
2006;608;00-02;9;10;19;SEC_608
2006;532;18-24;72;64;136;SEC_532
2006;322;16-17;9;8;17;SEC_322
2006;130;12-15;14;14;28;SEC_130
2006;203;00-02;15;14;29;SEC_203
2006;405;65-74;92;67;159;SEC_405
2006;419;18-24;53;46;99;SEC_419
2006;135;12-15;25;13;38;SEC_135
2006;538;50-64;105;83;188;SEC_538
2006;628;50-64;134;110;244;SEC_628
2006;243;18-24;65;51;116;SEC_243
2006;139;25-34;94;101;195;SEC_139
2006;118;35-49;188;169;357;SEC_118
2006;232;18-24;39;42;81;SEC_232
2006;216;50-64;140;112;252;SEC_216
2006;230;25-34;105;110;215;SEC_230
2006;628;12-15;18;15;33;SEC_628
2006;101;75 i +;40;32;72;SEC_101
2006;625;35-49;140;114;254;SEC_625
2006;537;16-17;13;8;21;SEC_537
2006;211;12-15;16;24;40;SEC_211
2006;619;65-74;104;95;199;SEC_619
2006;425;16-17;8;7;15;SEC_425
2006;521;03-11;25;34;59;SEC_521
2006;514;75 i +;30;18;48;SEC_514
2006;233;12-15;12;13;25;SEC_233
2006;246;25-34;129;138;267;SEC_246
2006;211;75 i +;89;44;133;SEC_211
2006;317;00-02;18;17;35;SEC_317
2006;426;35-49;126;120;246;SEC_426
2006;117;16-17;22;12;34;SEC_117
2006;601;00-02;14;21;35;SEC_601
2006;305;03-11;63;47;110;SEC_305
2006;409;50-64;55;64;119;SEC_409
2006;519;03-11;30;34;64;SEC_519
2006;432;18-24;48;64;112;SEC_432
2006;502;18-24;74;68;142;SEC_502
2006;609;35-49;81;76;157;SEC_609
2006;624;16-17;8;7;15;SEC_624
2006;219;25-34;121;143;264;SEC_219
2006;220;35-49;108;112;220;SEC_220
2006;427;03-11;35;46;81;SEC_427
2006;507;16-17;10;9;19;SEC_507
2006;437;12-15;16;21;37;SEC_437
2006;429;18-24;24;32;56;SEC_429
2006;608;50-64;84;67;151;SEC_608
2006;123;50-64;117;109;226;SEC_123
2006;216;12-15;22;17;39;SEC_216
2006;402;03-11;33;30;63;SEC_402
2006;321;35-49;266;256;522;SEC_321
2006;105;00-02;24;17;41;SEC_105
2006;506;03-11;67;63;130;SEC_506
2006;234;35-49;105;110;215;SEC_234
2006;434;75 i +;58;26;84;SEC_434
2006;111;18-24;32;30;62;SEC_111
2006;526;50-64;63;54;117;SEC_526
2006;210;03-11;25;23;48;SEC_210
2006;105;18-24;47;52;99;SEC_105
2006;215;16-17;5;3;8;SEC_215
2006;531;18-24;34;51;85;SEC_531
2006;511;18-24;21;22;43;SEC_511
2006;311;75 i +;96;51;147;SEC_311
2006;525;12-15;11;15;26;SEC_525
2006;233;35-49;101;117;218;SEC_233
2006;244;16-17;3;5;8;SEC_244
2006;324;18-24;40;39;79;SEC_324
2006;605;50-64;74;43;117;SEC_605
2006;102;35-49;161;183;344;SEC_102
2006;436;35-49;99;132;231;SEC_436
2006;320;16-17;12;7;19;SEC_320
2006;413;12-15;19;11;30;SEC_413
2006;631;35-49;93;103;196;SEC_631
2006;615;16-17;4;6;10;SEC_615
2006;513;03-11;32;22;54;SEC_513
2006;434;65-74;40;14;54;SEC_434
2006;416;35-49;82;100;182;SEC_416
2006;247;35-49;143;168;311;SEC_247
2006;122;18-24;39;24;63;SEC_122
2006;106;00-02;26;25;51;SEC_106
2006;229;75 i +;57;32;89;SEC_229
2006;116;12-15;31;20;51;SEC_116
2006;225;50-64;54;35;89;SEC_225
2006;248;65-74;51;49;100;SEC_248
2006;101;16-17;6;13;19;SEC_101
2006;519;50-64;38;36;74;SEC_519
2006;428;75 i +;33;22;55;SEC_428
2006;323;16-17;31;30;61;SEC_323
2006;101;50-64;128;118;246;SEC_101
2006;112;00-02;24;22;46;SEC_112
2006;310;75 i +;40;26;66;SEC_310
2006;407;75 i +;71;49;120;SEC_407
2006;105;75 i +;60;33;93;SEC_105
2006;231;03-11;45;36;81;SEC_231
2006;109;00-02;15;13;28;SEC_109
2006;130;25-34;84;79;163;SEC_130
2006;138;16-17;6;7;13;SEC_138
2006;513;35-49;72;85;157;SEC_513
2006;620;03-11;13;29;42;SEC_620
2006;110;50-64;181;149;330;SEC_110
2006;515;18-24;39;42;81;SEC_515
2006;203;35-49;101;104;205;SEC_203
2006;411;25-34;70;84;154;SEC_411
2006;532;35-49;147;155;302;SEC_532
2006;625;25-34;106;109;215;SEC_625
2006;508;18-24;31;24;55;SEC_508
2006;629;35-49;62;59;121;SEC_629
2006;432;25-34;116;132;248;SEC_432
2006;405;18-24;32;18;50;SEC_405
2006;205;16-17;8;10;18;SEC_205
2006;119;00-02;15;13;28;SEC_119
2006;609;25-34;73;82;155;SEC_609
2006;226;03-11;41;35;76;SEC_226
2006;420;35-49;167;184;351;SEC_420
2006;242;50-64;92;91;183;SEC_242
2006;236;16-17;8;11;19;SEC_236
2006;421;00-02;17;11;28;SEC_421
2006;421;65-74;90;61;151;SEC_421
2006;512;65-74;61;59;120;SEC_512
2006;317;25-34;124;137;261;SEC_317
2006;321;12-15;34;44;78;SEC_321
2006;206;65-74;59;37;96;SEC_206
2006;230;18-24;49;40;89;SEC_230
2006;208;03-11;39;45;84;SEC_208
2006;137;16-17;20;11;31;SEC_137
2006;514;00-02;11;12;23;SEC_514
2006;604;03-11;22;28;50;SEC_604
2006;440;03-11;36;38;74;SEC_440
2006;423;50-64;86;72;158;SEC_423
2006;316;00-02;21;15;36;SEC_316
2006;111;12-15;14;13;27;SEC_111
2006;113;65-74;47;41;88;SEC_113
2006;306;75 i +;98;64;162;SEC_306
2006;306;16-17;15;16;31;SEC_306
2006;128;03-11;24;30;54;SEC_128
2006;605;12-15;6;2;8;SEC_605
2006;421;35-49;123;144;267;SEC_421
2006;121;50-64;33;37;70;SEC_121
2006;304;16-17;10;12;22;SEC_304
2006;518;16-17;13;10;23;SEC_518
2006;136;25-34;133;123;256;SEC_136
2006;419;35-49;101;134;235;SEC_419
2006;533;16-17;10;9;19;SEC_533
2006;415;50-64;55;49;104;SEC_415
2006;532;25-34;166;158;324;SEC_532
2006;435;00-02;15;21;36;SEC_435
2006;406;35-49;150;159;309;SEC_406
2006;231;35-49;129;123;252;SEC_231
2006;235;18-24;63;73;136;SEC_235
2006;631;12-15;18;14;32;SEC_631
2006;107;00-02;17;31;48;SEC_107
2006;130;16-17;4;16;20;SEC_130
2006;228;25-34;81;97;178;SEC_228
2006;127;75 i +;35;26;61;SEC_127
2006;439;16-17;9;12;21;SEC_439
2006;618;75 i +;27;15;42;SEC_618
2006;306;03-11;55;55;110;SEC_306
2006;106;75 i +;59;31;90;SEC_106
2006;248;16-17;13;10;23;SEC_248
2006;110;65-74;63;49;112;SEC_110
2006;624;25-34;89;118;207;SEC_624
2006;525;03-11;31;31;62;SEC_525
2006;615;50-64;135;84;219;SEC_615
2006;433;25-34;139;167;306;SEC_433
2006;423;35-49;106;124;230;SEC_423
2006;534;75 i +;56;35;91;SEC_534
2006;230;03-11;38;34;72;SEC_230
2006;140;16-17;7;3;10;SEC_140
2006;315;16-17;13;21;34;SEC_315
2006;205;75 i +;63;34;97;SEC_205
2006;527;03-11;60;35;95;SEC_527
