AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
1997;306;00-02;19;14;33;SEC_306
1997;418;25-34;83;104;187;SEC_418
1997;439;25-34;102;103;205;SEC_439
1997;424;03-11;16;11;27;SEC_424
1997;231;25-34;96;81;177;SEC_231
1997;224;16-17;8;6;14;SEC_224
1997;206;03-11;30;28;58;SEC_206
1997;103;75 i +;43;24;67;SEC_103
1997;324;00-02;12;10;22;SEC_324
1997;106;18-24;129;171;300;SEC_106
1997;527;03-11;39;28;67;SEC_527
1997;106;00-02;16;14;30;SEC_106
1997;416;16-17;11;6;17;SEC_416
1997;105;00-02;10;18;28;SEC_105
1997;246;35-49;91;85;176;SEC_246
1997;415;12-15;14;13;27;SEC_415
1997;409;18-24;42;45;87;SEC_409
1997;133;25-34;75;76;151;SEC_133
1997;318;35-49;127;133;260;SEC_318
1997;113;00-02;7;13;20;SEC_113
1997;407;50-64;109;97;206;SEC_407
1997;206;75 i +;63;32;95;SEC_206
1997;536;16-17;10;14;24;SEC_536
1997;238;16-17;5;12;17;SEC_238
1997;530;35-49;106;107;213;SEC_530
1997;114;03-11;52;40;92;SEC_114
1997;317;75 i +;48;19;67;SEC_317
1997;249;12-15;13;22;35;SEC_249
1997;240;50-64;73;72;145;SEC_240
1997;622;16-17;21;12;33;SEC_622
1997;617;65-74;53;42;95;SEC_617
1997;538;12-15;18;19;37;SEC_538
1997;438;03-11;25;28;53;SEC_438
1997;213;12-15;12;24;36;SEC_213
1997;613;12-15;18;18;36;SEC_613
1997;613;65-74;57;46;103;SEC_613
1997;136;18-24;61;72;133;SEC_136
1997;220;75 i +;38;18;56;SEC_220
1997;303;65-74;91;102;193;SEC_303
1997;416;65-74;61;49;110;SEC_416
1997;245;03-11;31;29;60;SEC_245
1997;221;65-74;62;64;126;SEC_221
1997;427;16-17;8;5;13;SEC_427
1997;133;03-11;26;36;62;SEC_133
1997;106;65-74;50;32;82;SEC_106
1997;134;35-49;145;137;282;SEC_134
1997;414;75 i +;32;18;50;SEC_414
1997;408;16-17;9;7;16;SEC_408
1997;423;35-49;78;76;154;SEC_423
1997;125;03-11;36;37;73;SEC_125
1997;115;12-15;35;30;65;SEC_115
1997;138;35-49;117;120;237;SEC_138
