AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2005;441;75 i +;78;67;145;SEC_441
2005;217;12-15;12;9;21;SEC_217
2005;518;65-74;87;79;166;SEC_518
2005;323;16-17;34;31;65;SEC_323
2005;324;50-64;71;72;143;SEC_324
2005;219;25-34;121;124;245;SEC_219
2005;420;12-15;23;27;50;SEC_420
2005;311;03-11;46;61;107;SEC_311
2005;202;12-15;12;16;28;SEC_202
2005;520;00-02;6;9;15;SEC_520
2005;131;16-17;18;12;30;SEC_131
2005;104;25-34;82;80;162;SEC_104
2005;246;16-17;5;13;18;SEC_246
2005;236;25-34;104;114;218;SEC_236
2005;240;18-24;32;33;65;SEC_240
2005;120;00-02;9;32;41;SEC_120
2005;124;65-74;39;40;79;SEC_124
2005;419;50-64;65;66;131;SEC_419
2005;514;00-02;11;11;22;SEC_514
2005;624;18-24;43;45;88;SEC_624
2005;227;75 i +;53;34;87;SEC_227
2005;415;00-02;11;12;23;SEC_415
2005;312;03-11;49;59;108;SEC_312
2005;126;25-34;108;109;217;SEC_126
2005;522;35-49;97;96;193;SEC_522
2005;416;75 i +;49;34;83;SEC_416
2005;622;25-34;77;87;164;SEC_622
2005;407;75 i +;62;44;106;SEC_407
2005;214;35-49;89;100;189;SEC_214
2005;631;65-74;54;54;108;SEC_631
2005;519;03-11;30;34;64;SEC_519
2005;106;25-34;161;198;359;SEC_106
2005;605;65-74;63;67;130;SEC_605
2005;131;12-15;18;19;37;SEC_131
2005;405;00-02;10;12;22;SEC_405
2005;207;12-15;7;8;15;SEC_207
2005;139;18-24;34;39;73;SEC_139
2005;613;65-74;76;83;159;SEC_613
2005;316;12-15;45;45;90;SEC_316
2005;301;65-74;119;115;234;SEC_301
2005;231;00-02;16;15;31;SEC_231
2005;514;16-17;9;6;15;SEC_514
2005;316;75 i +;79;24;103;SEC_316
2005;407;12-15;9;18;27;SEC_407
2005;130;18-24;28;18;46;SEC_130
2005;204;03-11;17;17;34;SEC_204
2005;108;75 i +;99;53;152;SEC_108
2005;522;18-24;45;43;88;SEC_522
2005;309;75 i +;27;16;43;SEC_309
2005;217;65-74;29;27;56;SEC_217
2005;139;50-64;92;87;179;SEC_139
2005;135;00-02;18;16;34;SEC_135
2005;110;00-02;11;10;21;SEC_110
2005;138;12-15;12;15;27;SEC_138
2005;127;65-74;40;38;78;SEC_127
2005;416;16-17;9;9;18;SEC_416
2005;603;03-11;23;25;48;SEC_603
2005;304;00-02;20;18;38;SEC_304
2005;632;25-34;87;95;182;SEC_632
2005;529;12-15;26;27;53;SEC_529
2005;216;35-49;135;126;261;SEC_216
2005;507;75 i +;37;18;55;SEC_507
2005;528;75 i +;54;42;96;SEC_528
2005;510;50-64;105;86;191;SEC_510
2005;628;18-24;44;43;87;SEC_628
2005;305;03-11;66;46;112;SEC_305
2005;310;18-24;58;42;100;SEC_310
2005;517;65-74;71;64;135;SEC_517
2005;521;00-02;6;14;20;SEC_521
2005;232;25-34;110;115;225;SEC_232
2005;218;50-64;81;67;148;SEC_218
2005;214;50-64;55;47;102;SEC_214
2005;303;12-15;17;16;33;SEC_303
2005;230;65-74;40;39;79;SEC_230
2005;325;03-11;68;66;134;SEC_325
2005;325;50-64;194;179;373;SEC_325
2005;430;00-02;15;9;24;SEC_430
2005;520;03-11;27;33;60;SEC_520
2005;527;18-24;55;49;104;SEC_527
2005;627;00-02;13;8;21;SEC_627
2005;619;03-11;32;42;74;SEC_619
2005;117;03-11;84;74;158;SEC_117
2005;316;50-64;289;334;623;SEC_316
2005;516;65-74;48;36;84;SEC_516
2005;231;16-17;9;8;17;SEC_231
2005;538;16-17;8;10;18;SEC_538
2005;408;03-11;34;50;84;SEC_408
2005;512;03-11;24;38;62;SEC_512
2005;524;18-24;58;50;108;SEC_524
2005;413;25-34;51;72;123;SEC_413
2005;128;65-74;50;54;104;SEC_128
2005;109;75 i +;65;35;100;SEC_109
2005;119;25-34;96;126;222;SEC_119
2005;432;18-24;55;66;121;SEC_432
2005;240;12-15;13;14;27;SEC_240
2005;434;25-34;54;59;113;SEC_434
2005;245;25-34;105;112;217;SEC_245
2005;524;16-17;12;14;26;SEC_524
2005;318;18-24;46;46;92;SEC_318
2005;102;16-17;13;12;25;SEC_102
2005;319;16-17;11;13;24;SEC_319
2005;620;03-11;16;28;44;SEC_620
2005;429;16-17;7;8;15;SEC_429
2005;441;12-15;35;50;85;SEC_441
2005;202;18-24;41;36;77;SEC_202
2005;418;00-02;19;13;32;SEC_418
2005;241;16-17;9;8;17;SEC_241
2005;428;18-24;36;26;62;SEC_428
2005;319;18-24;69;72;141;SEC_319
2005;112;35-49;199;176;375;SEC_112
2005;409;12-15;10;14;24;SEC_409
2005;538;35-49;126;122;248;SEC_538
2005;105;12-15;23;38;61;SEC_105
2005;242;18-24;40;49;89;SEC_242
2005;425;16-17;12;9;21;SEC_425
2005;103;12-15;15;5;20;SEC_103
2005;517;03-11;49;69;118;SEC_517
2005;213;75 i +;48;28;76;SEC_213
2005;133;18-24;39;32;71;SEC_133
2005;128;35-49;96;104;200;SEC_128
2005;246;65-74;65;49;114;SEC_246
2005;402;03-11;32;33;65;SEC_402
2005;119;65-74;59;51;110;SEC_119
2005;624;25-34;99;134;233;SEC_624
2005;511;50-64;45;45;90;SEC_511
2005;513;18-24;30;11;41;SEC_513
2005;421;65-74;93;67;160;SEC_421
2005;604;12-15;11;12;23;SEC_604
2005;307;18-24;58;62;120;SEC_307
2005;401;18-24;56;66;122;SEC_401
2005;609;75 i +;30;23;53;SEC_609
2005;237;12-15;17;17;34;SEC_237
2005;504;00-02;10;10;20;SEC_504
2005;317;50-64;65;80;145;SEC_317
2005;538;65-74;82;72;154;SEC_538
2005;419;12-15;11;11;22;SEC_419
2005;306;65-74;88;64;152;SEC_306
2005;617;35-49;91;98;189;SEC_617
2005;315;12-15;24;30;54;SEC_315
2005;219;00-02;15;19;34;SEC_219
2005;324;35-49;114;119;233;SEC_324
2005;229;16-17;10;6;16;SEC_229
2005;501;18-24;51;61;112;SEC_501
2005;515;18-24;27;30;57;SEC_515
2005;513;50-64;56;46;102;SEC_513
2005;602;18-24;20;27;47;SEC_602
2005;215;16-17;6;8;14;SEC_215
2005;404;03-11;59;56;115;SEC_404
2005;408;50-64;84;69;153;SEC_408
2005;202;75 i +;31;28;59;SEC_202
2005;136;16-17;10;10;20;SEC_136
2005;110;75 i +;58;29;87;SEC_110
2005;507;12-15;14;14;28;SEC_507
2005;429;50-64;56;56;112;SEC_429
2005;315;75 i +;66;33;99;SEC_315
2005;430;35-49;110;122;232;SEC_430
2005;129;16-17;10;14;24;SEC_129
2005;303;65-74;134;137;271;SEC_303
2005;322;12-15;18;22;40;SEC_322
2005;316;03-11;47;66;113;SEC_316
2005;202;03-11;24;30;54;SEC_202
2005;442;50-64;56;45;101;SEC_442
2005;521;12-15;13;12;25;SEC_521
2005;235;75 i +;85;49;134;SEC_235
2005;415;75 i +;38;22;60;SEC_415
2005;113;18-24;85;81;166;SEC_113
2005;614;18-24;25;36;61;SEC_614
2005;223;03-11;46;51;97;SEC_223
2005;441;35-49;231;226;457;SEC_441
2005;122;65-74;63;65;128;SEC_122
2005;237;00-02;21;19;40;SEC_237
2005;134;18-24;49;73;122;SEC_134
2005;510;25-34;81;100;181;SEC_510
2005;513;03-11;32;25;57;SEC_513
2005;104;18-24;24;22;46;SEC_104
2005;438;25-34;94;94;188;SEC_438
2005;509;03-11;33;38;71;SEC_509
2005;140;50-64;95;90;185;SEC_140
2005;242;65-74;91;58;149;SEC_242
2005;134;65-74;51;44;95;SEC_134
2005;123;16-17;5;7;12;SEC_123
2005;611;35-49;188;229;417;SEC_611
2005;436;16-17;8;15;23;SEC_436
2005;504;18-24;38;49;87;SEC_504
2005;526;65-74;32;37;69;SEC_526
2005;602;00-02;6;7;13;SEC_602
2005;116;75 i +;63;45;108;SEC_116
2005;507;65-74;38;35;73;SEC_507
2005;249;18-24;45;56;101;SEC_249
2005;533;75 i +;35;32;67;SEC_533
2005;306;35-49;183;200;383;SEC_306
2005;613;50-64;176;130;306;SEC_613
2005;606;03-11;37;47;84;SEC_606
2005;245;16-17;9;17;26;SEC_245
2005;109;65-74;52;36;88;SEC_109
2005;630;16-17;6;8;14;SEC_630
2005;244;12-15;10;7;17;SEC_244
2005;425;03-11;26;28;54;SEC_425
2005;247;50-64;101;101;202;SEC_247
2005;133;12-15;9;15;24;SEC_133
2005;624;50-64;163;142;305;SEC_624
2005;610;25-34;105;111;216;SEC_610
2005;248;50-64;84;74;158;SEC_248
2005;125;16-17;15;20;35;SEC_125
2005;217;75 i +;42;19;61;SEC_217
2005;416;50-64;54;57;111;SEC_416
2005;217;50-64;32;35;67;SEC_217
2005;244;65-74;38;21;59;SEC_244
2005;531;00-02;13;7;20;SEC_531
2005;310;35-49;112;91;203;SEC_310
2005;536;25-34;68;78;146;SEC_536
2005;138;18-24;38;55;93;SEC_138
2005;607;16-17;8;8;16;SEC_607
2005;412;35-49;185;190;375;SEC_412
2005;617;03-11;35;45;80;SEC_617
2005;104;75 i +;70;42;112;SEC_104
2005;630;03-11;21;29;50;SEC_630
2005;233;75 i +;55;23;78;SEC_233
2005;404;75 i +;63;32;95;SEC_404
2005;244;16-17;4;6;10;SEC_244
2005;222;12-15;21;21;42;SEC_222
2005;119;35-49;113;120;233;SEC_119
2005;120;16-17;24;17;41;SEC_120
2005;237;75 i +;68;34;102;SEC_237
2005;508;50-64;43;42;85;SEC_508
2005;231;12-15;13;13;26;SEC_231
2005;627;18-24;54;65;119;SEC_627
2005;619;16-17;12;16;28;SEC_619
2005;316;25-34;135;159;294;SEC_316
2005;402;50-64;69;67;136;SEC_402
2005;440;00-02;10;8;18;SEC_440
2005;525;03-11;32;31;63;SEC_525
2005;307;12-15;16;30;46;SEC_307
2005;234;65-74;69;39;108;SEC_234
2005;239;25-34;115;126;241;SEC_239
2005;404;65-74;85;68;153;SEC_404
2005;428;35-49;79;91;170;SEC_428
2005;620;75 i +;14;8;22;SEC_620
2005;123;00-02;16;15;31;SEC_123
2005;117;25-34;163;181;344;SEC_117
2005;603;25-34;57;68;125;SEC_603
2005;532;18-24;69;64;133;SEC_532
2005;308;25-34;198;171;369;SEC_308
2005;215;35-49;118;125;243;SEC_215
2005;608;12-15;14;17;31;SEC_608
2005;502;65-74;71;66;137;SEC_502
2005;129;12-15;22;15;37;SEC_129
2005;118;16-17;32;16;48;SEC_118
2005;440;16-17;2;6;8;SEC_440
2005;608;16-17;7;7;14;SEC_608
2005;124;50-64;80;71;151;SEC_124
2005;626;18-24;28;33;61;SEC_626
2005;122;75 i +;49;20;69;SEC_122
2005;115;65-74;62;47;109;SEC_115
2005;204;35-49;56;71;127;SEC_204
2005;301;50-64;217;203;420;SEC_301
2005;437;16-17;8;9;17;SEC_437
2005;119;75 i +;69;51;120;SEC_119
2005;425;18-24;36;34;70;SEC_425
2005;244;25-34;75;65;140;SEC_244
2005;436;12-15;10;20;30;SEC_436
2005;310;65-74;39;28;67;SEC_310
2005;441;18-24;108;114;222;SEC_441
2005;104;00-02;7;21;28;SEC_104
2005;320;18-24;36;32;68;SEC_320
2005;426;35-49;108;123;231;SEC_426
2005;607;03-11;35;35;70;SEC_607
2005;535;18-24;48;49;97;SEC_535
2005;628;25-34;74;98;172;SEC_628
2005;302;75 i +;51;33;84;SEC_302
2005;302;25-34;152;176;328;SEC_302
2005;105;35-49;152;124;276;SEC_105
2005;137;16-17;18;10;28;SEC_137
2005;123;12-15;28;32;60;SEC_123
2005;202;25-34;72;107;179;SEC_202
2005;313;75 i +;73;45;118;SEC_313
2005;409;75 i +;26;19;45;SEC_409
2005;528;50-64;103;88;191;SEC_528
2005;240;25-34;78;74;152;SEC_240
2005;306;75 i +;96;63;159;SEC_306
2005;425;35-49;96;117;213;SEC_425
2005;628;75 i +;39;27;66;SEC_628
2005;439;12-15;17;23;40;SEC_439
2005;214;18-24;36;32;68;SEC_214
2005;112;12-15;30;42;72;SEC_112
2005;526;00-02;14;9;23;SEC_526
2005;506;18-24;72;94;166;SEC_506
2005;538;03-11;41;52;93;SEC_538
2005;226;35-49;135;136;271;SEC_226
2005;224;00-02;7;6;13;SEC_224
2005;127;00-02;11;11;22;SEC_127
2005;404;16-17;9;12;21;SEC_404
2005;631;12-15;23;16;39;SEC_631
2005;609;35-49;69;79;148;SEC_609
2005;324;25-34;84;102;186;SEC_324
2005;624;00-02;14;17;31;SEC_624
2005;514;18-24;39;34;73;SEC_514
2005;401;50-64;91;88;179;SEC_401
2005;434;16-17;10;12;22;SEC_434
2005;111;75 i +;39;32;71;SEC_111
2005;105;18-24;49;58;107;SEC_105
2005;403;03-11;20;22;42;SEC_403
2005;123;03-11;42;54;96;SEC_123
2005;321;18-24;112;109;221;SEC_321
2005;409;35-49;79;89;168;SEC_409
2005;525;50-64;76;68;144;SEC_525
2005;219;16-17;8;10;18;SEC_219
2005;323;00-02;47;44;91;SEC_323
2005;413;35-49;58;83;141;SEC_413
2005;517;75 i +;48;21;69;SEC_517
2005;224;18-24;26;28;54;SEC_224
2005;612;75 i +;41;23;64;SEC_612
2005;209;03-11;32;30;62;SEC_209
2005;527;00-02;31;25;56;SEC_527
2005;531;65-74;51;53;104;SEC_531
2005;320;12-15;12;12;24;SEC_320
2005;101;00-02;44;49;93;SEC_101
2005;108;12-15;22;25;47;SEC_108
2005;625;12-15;24;26;50;SEC_625
2005;511;03-11;27;22;49;SEC_511
2005;235;50-64;107;92;199;SEC_235
2005;524;65-74;84;60;144;SEC_524
2005;533;35-49;99;137;236;SEC_533
2005;210;03-11;23;23;46;SEC_210
2005;605;50-64;81;47;128;SEC_605
2005;210;75 i +;93;49;142;SEC_210
2005;402;25-34;102;92;194;SEC_402
2005;615;03-11;29;22;51;SEC_615
2005;436;65-74;39;22;61;SEC_436
2005;611;25-34;193;200;393;SEC_611
2005;525;12-15;12;15;27;SEC_525
2005;629;12-15;8;9;17;SEC_629
2005;227;50-64;61;57;118;SEC_227
2005;124;03-11;20;22;42;SEC_124
2005;249;16-17;13;14;27;SEC_249
2005;206;75 i +;65;37;102;SEC_206
2005;228;18-24;32;34;66;SEC_228
2005;425;75 i +;54;40;94;SEC_425
2005;601;18-24;48;55;103;SEC_601
2005;506;65-74;84;96;180;SEC_506
2005;439;35-49;139;166;305;SEC_439
2005;534;65-74;61;55;116;SEC_534
2005;430;18-24;42;48;90;SEC_430
2005;505;50-64;201;151;352;SEC_505
2005;247;16-17;13;12;25;SEC_247
2005;433;18-24;60;52;112;SEC_433
2005;440;65-74;68;71;139;SEC_440
2005;115;03-11;49;50;99;SEC_115
2005;535;16-17;12;10;22;SEC_535
2005;440;03-11;32;33;65;SEC_440
2005;426;65-74;47;37;84;SEC_426
2005;226;25-34;122;122;244;SEC_226
2005;623;03-11;55;52;107;SEC_623
2005;406;50-64;132;114;246;SEC_406
2005;212;16-17;11;7;18;SEC_212
2005;618;00-02;12;10;22;SEC_618
2005;526;12-15;11;15;26;SEC_526
2005;205;03-11;31;28;59;SEC_205
2005;205;75 i +;62;34;96;SEC_205
2005;109;18-24;47;43;90;SEC_109
2005;618;12-15;8;12;20;SEC_618
2005;319;65-74;47;34;81;SEC_319
2005;627;50-64;156;165;321;SEC_627
2005;437;25-34;82;104;186;SEC_437
2005;417;25-34;75;81;156;SEC_417
2005;237;03-11;49;46;95;SEC_237
2005;521;50-64;169;143;312;SEC_521
2005;418;75 i +;58;35;93;SEC_418
2005;426;75 i +;49;36;85;SEC_426
2005;529;03-11;38;33;71;SEC_529
2005;527;16-17;14;10;24;SEC_527
2005;108;25-34;106;116;222;SEC_108
2005;519;50-64;40;41;81;SEC_519
2005;241;18-24;28;30;58;SEC_241
2005;101;12-15;19;32;51;SEC_101
2005;113;75 i +;48;25;73;SEC_113
2005;630;65-74;34;33;67;SEC_630
2005;209;65-74;58;51;109;SEC_209
2005;611;18-24;66;60;126;SEC_611
2005;236;03-11;47;31;78;SEC_236
2005;110;12-15;16;25;41;SEC_110
2005;129;75 i +;40;21;61;SEC_129
2005;243;03-11;52;58;110;SEC_243
2005;402;18-24;35;32;67;SEC_402
2005;115;25-34;122;129;251;SEC_115
2005;413;50-64;43;39;82;SEC_413
2005;622;12-15;14;21;35;SEC_622
2005;102;03-11;56;61;117;SEC_102
2005;612;35-49;88;106;194;SEC_612
2005;305;12-15;34;20;54;SEC_305
2005;630;75 i +;30;19;49;SEC_630
2005;629;03-11;23;19;42;SEC_629
2005;220;16-17;4;11;15;SEC_220
2005;434;35-49;75;81;156;SEC_434
2005;616;35-49;294;294;588;SEC_616
2005;411;75 i +;74;58;132;SEC_411
2005;512;50-64;70;65;135;SEC_512
2005;626;25-34;74;87;161;SEC_626
2005;521;35-49;70;83;153;SEC_521
2005;310;03-11;36;34;70;SEC_310
2005;507;50-64;83;82;165;SEC_507
2005;514;35-49;80;95;175;SEC_514
2005;208;03-11;38;49;87;SEC_208
2005;521;65-74;59;64;123;SEC_521
2005;419;25-34;87;128;215;SEC_419
2005;106;65-74;63;42;105;SEC_106
2005;510;65-74;64;56;120;SEC_510
2005;609;03-11;26;35;61;SEC_609
2005;232;50-64;87;86;173;SEC_232
2005;424;75 i +;19;15;34;SEC_424
2005;530;25-34;127;172;299;SEC_530
2005;627;25-34;93;71;164;SEC_627
2005;442;65-74;25;26;51;SEC_442
2005;117;00-02;23;25;48;SEC_117
2005;227;18-24;25;25;50;SEC_227
2005;528;18-24;55;46;101;SEC_528
2005;319;00-02;40;33;73;SEC_319
2005;612;03-11;33;43;76;SEC_612
2005;526;35-49;87;106;193;SEC_526
2005;102;50-64;195;174;369;SEC_102
2005;140;35-49;105;106;211;SEC_140
2005;435;65-74;72;36;108;SEC_435
2005;437;50-64;69;50;119;SEC_437
2005;402;75 i +;44;27;71;SEC_402
2005;301;75 i +;92;54;146;SEC_301
2005;504;25-34;105;126;231;SEC_504
2005;230;35-49;105;117;222;SEC_230
2005;321;50-64;286;276;562;SEC_321
