AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
1994;303;18-24;150;155;305;SEC_303
1994;120;75 i +;31;18;49;SEC_120
1994;608;25-34;78;89;167;SEC_608
1994;112;50-64;118;105;223;SEC_112
1994;435;03-11;42;56;98;SEC_435
1994;631;03-11;51;35;86;SEC_631
1994;608;18-24;87;120;207;SEC_608
1994;123;18-24;74;61;135;SEC_123
1994;504;03-11;40;39;79;SEC_504
1994;307;18-24;106;92;198;SEC_307
1994;616;65-74;36;27;63;SEC_616
1994;632;12-15;41;43;84;SEC_632
1994;306;18-24;87;74;161;SEC_306
1994;302;75 i +;37;19;56;SEC_302
1994;501;18-24;115;121;236;SEC_501
1994;427;35-49;65;66;131;SEC_427
1994;503;00-02;11;15;26;SEC_503
1994;522;16-17;13;14;27;SEC_522
1994;520;65-74;49;44;93;SEC_520
1994;630;16-17;26;33;59;SEC_630
1994;426;25-34;84;84;168;SEC_426
1994;502;25-34;109;127;236;SEC_502
1994;102;00-02;15;11;26;SEC_102
1994;119;00-02;15;14;29;SEC_119
1994;606;35-49;79;74;153;SEC_606
1994;303;65-74;83;78;161;SEC_303
1994;132;18-24;130;160;290;SEC_132
1994;622;12-15;45;36;81;SEC_622
1994;436;35-49;62;84;146;SEC_436
1994;507;25-34;77;81;158;SEC_507
1994;226;25-34;76;74;150;SEC_226
1994;615;00-02;4;4;8;SEC_615
1994;220;50-64;99;81;180;SEC_220
1994;204;03-11;16;20;36;SEC_204
1994;410;50-64;220;199;419;SEC_410
1994;412;35-49;206;209;415;SEC_412
1994;411;00-02;11;9;20;SEC_411
1994;510;65-74;64;39;103;SEC_510
1994;423;03-11;33;34;67;SEC_423
1994;127;65-74;34;30;64;SEC_127
1994;518;18-24;70;79;149;SEC_518
1994;303;16-17;33;30;63;SEC_303
1994;240;50-64;90;80;170;SEC_240
1994;106;00-02;14;27;41;SEC_106
1994;525;25-34;71;83;154;SEC_525
1994;113;65-74;43;36;79;SEC_113
1994;621;65-74;33;21;54;SEC_621
1994;602;75 i +;13;9;22;SEC_602
1994;426;35-49;78;90;168;SEC_426
1994;320;16-17;16;19;35;SEC_320
1994;416;35-49;48;48;96;SEC_416
1994;138;35-49;119;116;235;SEC_138
1994;516;03-11;21;12;33;SEC_516
1994;610;35-49;170;100;270;SEC_610
1994;621;00-02;19;23;42;SEC_621
1994;235;18-24;90;66;156;SEC_235
1994;307;12-15;58;54;112;SEC_307
1994;520;00-02;7;7;14;SEC_520
1994;324;03-11;48;34;82;SEC_324
1994;243;03-11;51;42;93;SEC_243
1994;317;25-34;65;71;136;SEC_317
1994;521;18-24;134;125;259;SEC_521
1994;602;25-34;63;60;123;SEC_602
1994;509;03-11;29;27;56;SEC_509
1994;520;03-11;32;35;67;SEC_520
1994;422;18-24;59;48;107;SEC_422
1994;104;18-24;54;54;108;SEC_104
1994;316;25-34;108;65;173;SEC_316
1994;511;00-02;5;8;13;SEC_511
1994;429;25-34;33;40;73;SEC_429
1994;207;18-24;37;33;70;SEC_207
1994;420;25-34;111;131;242;SEC_420
1994;226;12-15;31;25;56;SEC_226
1994;521;00-02;4;6;10;SEC_521
1994;321;75 i +;56;37;93;SEC_321
1994;130;12-15;17;13;30;SEC_130
1994;213;00-02;4;8;12;SEC_213
1994;504;18-24;106;123;229;SEC_504
1994;632;35-49;115;110;225;SEC_632
1994;243;18-24;80;74;154;SEC_243
1994;418;18-24;78;76;154;SEC_418
1994;118;03-11;107;101;208;SEC_118
1994;235;25-34;128;123;251;SEC_235
1994;233;35-49;60;61;121;SEC_233
1994;406;18-24;83;84;167;SEC_406
1994;137;25-34;103;101;204;SEC_137
1994;511;50-64;89;85;174;SEC_511
1994;315;18-24;88;79;167;SEC_315
1994;527;25-34;79;95;174;SEC_527
1994;515;35-49;50;44;94;SEC_515
1994;624;18-24;137;157;294;SEC_624
1994;505;75 i +;37;23;60;SEC_505
1994;103;75 i +;40;24;64;SEC_103
1994;110;50-64;117;142;259;SEC_110
1994;527;75 i +;45;26;71;SEC_527
1994;136;00-02;16;18;34;SEC_136
1994;523;12-15;32;36;68;SEC_523
1994;213;16-17;15;25;40;SEC_213
1994;433;03-11;41;42;83;SEC_433
1994;507;75 i +;32;19;51;SEC_507
1994;518;35-49;84;89;173;SEC_518
