AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2007;108;25-34;115;117;232;SEC_108
2007;309;18-24;27;29;56;SEC_309
2007;409;12-15;10;11;21;SEC_409
2007;217;35-49;81;106;187;SEC_217
2007;111;03-11;22;38;60;SEC_111
2007;508;50-64;35;41;76;SEC_508
2007;534;12-15;14;15;29;SEC_534
2007;307;12-15;13;17;30;SEC_307
2007;241;00-02;7;12;19;SEC_241
2007;607;16-17;8;4;12;SEC_607
2007;506;35-49;178;179;357;SEC_506
2007;419;18-24;55;48;103;SEC_419
2007;105;65-74;36;38;74;SEC_105
2007;133;03-11;30;37;67;SEC_133
2007;613;18-24;38;37;75;SEC_613
2007;511;75 i +;55;34;89;SEC_511
2007;301;25-34;262;260;522;SEC_301
2007;408;65-74;57;36;93;SEC_408
2007;213;03-11;24;49;73;SEC_213
2007;129;50-64;111;94;205;SEC_129
2007;230;75 i +;59;26;85;SEC_230
2007;206;25-34;84;113;197;SEC_206
2007;307;16-17;11;16;27;SEC_307
2007;304;18-24;57;63;120;SEC_304
2007;616;03-11;126;161;287;SEC_616
2007;304;35-49;171;181;352;SEC_304
2007;244;25-34;82;70;152;SEC_244
2007;614;18-24;23;34;57;SEC_614
2007;523;65-74;89;81;170;SEC_523
2007;519;65-74;38;25;63;SEC_519
2007;423;03-11;40;26;66;SEC_423
2007;604;12-15;11;12;23;SEC_604
2007;509;03-11;39;35;74;SEC_509
2007;430;18-24;42;46;88;SEC_430
2007;411;12-15;15;12;27;SEC_411
2007;521;35-49;83;96;179;SEC_521
2007;521;16-17;6;5;11;SEC_521
2007;240;65-74;45;42;87;SEC_240
2007;318;25-34;67;60;127;SEC_318
2007;433;50-64;73;70;143;SEC_433
2007;207;12-15;4;10;14;SEC_207
2007;103;75 i +;40;23;63;SEC_103
2007;521;25-34;61;96;157;SEC_521
2007;119;35-49;122;122;244;SEC_119
2007;534;18-24;33;40;73;SEC_534
2007;527;75 i +;58;30;88;SEC_527
2007;236;50-64;101;79;180;SEC_236
2007;244;16-17;7;3;10;SEC_244
2007;533;65-74;65;42;107;SEC_533
2007;413;35-49;68;94;162;SEC_413
2007;124;75 i +;35;23;58;SEC_124
2007;526;03-11;22;28;50;SEC_526
2007;601;25-34;118;127;245;SEC_601
2007;130;50-64;62;71;133;SEC_130
2007;245;18-24;31;44;75;SEC_245
2007;202;18-24;22;41;63;SEC_202
2007;425;16-17;8;13;21;SEC_425
2007;238;50-64;70;69;139;SEC_238
2007;412;35-49;171;174;345;SEC_412
2007;632;25-34;80;93;173;SEC_632
2007;439;50-64;60;58;118;SEC_439
2007;523;16-17;14;13;27;SEC_523
2007;626;75 i +;44;39;83;SEC_626
2007;323;16-17;31;24;55;SEC_323
2007;405;18-24;33;28;61;SEC_405
2007;114;75 i +;74;45;119;SEC_114
2007;249;50-64;90;82;172;SEC_249
2007;247;50-64;103;100;203;SEC_247
2007;309;75 i +;33;18;51;SEC_309
2007;321;75 i +;110;57;167;SEC_321
2007;249;00-02;25;18;43;SEC_249
2007;238;12-15;16;14;30;SEC_238
2007;426;00-02;17;23;40;SEC_426
2007;108;35-49;161;149;310;SEC_108
2007;324;16-17;5;6;11;SEC_324
2007;131;16-17;10;6;16;SEC_131
2007;537;16-17;21;9;30;SEC_537
2007;623;16-17;3;16;19;SEC_623
2007;132;00-02;33;21;54;SEC_132
2007;406;35-49;155;169;324;SEC_406
2007;223;75 i +;62;40;102;SEC_223
2007;605;35-49;68;66;134;SEC_605
2007;537;12-15;28;24;52;SEC_537
2007;435;50-64;84;65;149;SEC_435
2007;431;00-02;16;25;41;SEC_431
2007;133;75 i +;52;39;91;SEC_133
2007;314;25-34;197;230;427;SEC_314
2007;102;16-17;7;12;19;SEC_102
2007;614;75 i +;46;31;77;SEC_614
2007;516;12-15;11;19;30;SEC_516
2007;104;50-64;75;54;129;SEC_104
2007;237;75 i +;79;39;118;SEC_237
2007;431;65-74;75;56;131;SEC_431
2007;139;25-34;97;123;220;SEC_139
2007;538;16-17;7;7;14;SEC_538
2007;516;03-11;26;37;63;SEC_516
2007;103;12-15;9;7;16;SEC_103
2007;208;50-64;189;145;334;SEC_208
2007;135;35-49;190;173;363;SEC_135
2007;242;03-11;36;31;67;SEC_242
2007;215;65-74;50;25;75;SEC_215
2007;412;65-74;103;98;201;SEC_412
2007;433;03-11;49;67;116;SEC_433
2007;626;50-64;102;85;187;SEC_626
2007;310;03-11;29;38;67;SEC_310
2007;425;18-24;40;44;84;SEC_425
2007;115;50-64;126;136;262;SEC_115
2007;117;75 i +;69;41;110;SEC_117
2007;438;18-24;46;32;78;SEC_438
2007;226;18-24;65;46;111;SEC_226
2007;624;12-15;12;19;31;SEC_624
2007;409;25-34;66;88;154;SEC_409
2007;517;12-15;23;20;43;SEC_517
2007;515;50-64;46;34;80;SEC_515
2007;518;03-11;50;45;95;SEC_518
2007;306;00-02;20;22;42;SEC_306
2007;422;12-15;15;25;40;SEC_422
2007;532;00-02;19;21;40;SEC_532
2007;317;03-11;61;39;100;SEC_317
2007;113;25-34;159;168;327;SEC_113
2007;414;50-64;68;60;128;SEC_414
2007;313;65-74;84;73;157;SEC_313
2007;417;18-24;38;32;70;SEC_417
2007;403;00-02;14;17;31;SEC_403
2007;422;03-11;42;46;88;SEC_422
2007;531;18-24;32;49;81;SEC_531
2007;404;12-15;21;30;51;SEC_404
2007;624;03-11;34;39;73;SEC_624
2007;138;75 i +;33;21;54;SEC_138
2007;528;12-15;18;22;40;SEC_528
2007;314;03-11;69;88;157;SEC_314
2007;433;16-17;13;11;24;SEC_433
2007;613;16-17;7;7;14;SEC_613
2007;439;16-17;11;11;22;SEC_439
2007;609;16-17;12;2;14;SEC_609
2007;122;12-15;12;8;20;SEC_122
2007;421;50-64;101;85;186;SEC_421
2007;601;75 i +;61;44;105;SEC_601
2007;233;65-74;59;48;107;SEC_233
2007;201;35-49;75;110;185;SEC_201
2007;133;12-15;9;9;18;SEC_133
2007;430;50-64;62;61;123;SEC_430
2007;209;18-24;35;47;82;SEC_209
2007;621;12-15;33;17;50;SEC_621
2007;617;18-24;39;32;71;SEC_617
2007;215;25-34;97;110;207;SEC_215
2007;139;00-02;17;16;33;SEC_139
2007;629;25-34;38;50;88;SEC_629
2007;318;16-17;8;8;16;SEC_318
2007;612;50-64;113;88;201;SEC_612
2007;307;35-49;137;120;257;SEC_307
2007;503;18-24;41;35;76;SEC_503
2007;124;18-24;36;35;71;SEC_124
2007;228;25-34;83;96;179;SEC_228
2007;536;03-11;39;30;69;SEC_536
2007;207;50-64;70;60;130;SEC_207
2007;126;75 i +;58;28;86;SEC_126
2007;320;12-15;14;10;24;SEC_320
2007;306;65-74;77;59;136;SEC_306
2007;401;12-15;24;16;40;SEC_401
2007;622;03-11;19;32;51;SEC_622
2007;602;65-74;52;71;123;SEC_602
2007;439;35-49;145;154;299;SEC_439
2007;530;35-49;169;161;330;SEC_530
2007;538;12-15;13;18;31;SEC_538
2007;515;03-11;19;28;47;SEC_515
2007;115;00-02;10;15;25;SEC_115
2007;211;00-02;20;23;43;SEC_211
2007;249;03-11;34;41;75;SEC_249
2007;120;00-02;15;39;54;SEC_120
2007;410;00-02;23;24;47;SEC_410
2007;509;50-64;64;52;116;SEC_509
2007;440;35-49;84;99;183;SEC_440
2007;618;50-64;64;46;110;SEC_618
2007;101;35-49;239;241;480;SEC_101
2007;311;65-74;79;71;150;SEC_311
2007;503;12-15;12;17;29;SEC_503
2007;317;35-49;110;133;243;SEC_317
2007;115;35-49;149;146;295;SEC_115
2007;508;18-24;28;25;53;SEC_508
2007;216;65-74;75;52;127;SEC_216
2007;212;03-11;60;62;122;SEC_212
2007;524;25-34;163;168;331;SEC_524
2007;135;50-64;145;149;294;SEC_135
2007;415;00-02;14;12;26;SEC_415
2007;203;65-74;36;30;66;SEC_203
2007;507;03-11;29;42;71;SEC_507
2007;205;75 i +;64;41;105;SEC_205
2007;513;35-49;90;80;170;SEC_513
2007;417;35-49;75;83;158;SEC_417
2007;419;00-02;16;21;37;SEC_419
2007;323;12-15;54;56;110;SEC_323
2007;404;25-34;118;149;267;SEC_404
2007;245;75 i +;67;34;101;SEC_245
2007;238;03-11;36;36;72;SEC_238
2007;413;03-11;16;19;35;SEC_413
2007;630;50-64;130;95;225;SEC_630
2007;221;65-74;67;58;125;SEC_221
2007;218;16-17;6;10;16;SEC_218
2007;504;50-64;130;93;223;SEC_504
2007;114;16-17;10;14;24;SEC_114
2007;227;18-24;18;13;31;SEC_227
2007;510;50-64;83;91;174;SEC_510
2007;422;16-17;11;9;20;SEC_422
2007;244;35-49;90;99;189;SEC_244
2007;123;50-64;111;106;217;SEC_123
2007;442;50-64;47;42;89;SEC_442
2007;410;75 i +;113;99;212;SEC_410
2007;412;03-11;65;41;106;SEC_412
2007;601;16-17;16;14;30;SEC_601
2007;248;12-15;32;21;53;SEC_248
2007;512;65-74;64;57;121;SEC_512
2007;303;75 i +;94;75;169;SEC_303
2007;532;18-24;69;57;126;SEC_532
2007;631;00-02;14;11;25;SEC_631
2007;437;00-02;19;11;30;SEC_437
2007;418;65-74;75;61;136;SEC_418
2007;509;25-34;85;102;187;SEC_509
2007;319;03-11;83;81;164;SEC_319
2007;119;12-15;12;14;26;SEC_119
2007;534;50-64;83;75;158;SEC_534
2007;131;75 i +;63;41;104;SEC_131
2007;119;00-02;14;13;27;SEC_119
2007;317;50-64;61;74;135;SEC_317
2007;627;16-17;4;8;12;SEC_627
2007;225;03-11;12;14;26;SEC_225
2007;309;16-17;10;10;20;SEC_309
2007;110;00-02;12;6;18;SEC_110
2007;407;75 i +;76;56;132;SEC_407
2007;408;12-15;15;11;26;SEC_408
2007;610;50-64;165;105;270;SEC_610
2007;629;18-24;25;19;44;SEC_629
2007;603;18-24;15;22;37;SEC_603
2007;132;25-34;174;220;394;SEC_132
2007;414;75 i +;64;44;108;SEC_414
2007;514;50-64;56;54;110;SEC_514
2007;224;75 i +;34;22;56;SEC_224
2007;206;03-11;25;39;64;SEC_206
2007;622;35-49;77;87;164;SEC_622
2007;506;65-74;99;102;201;SEC_506
2007;232;35-49;116;115;231;SEC_232
2007;241;12-15;13;10;23;SEC_241
2007;217;12-15;9;11;20;SEC_217
2007;229;03-11;41;27;68;SEC_229
2007;411;50-64;98;76;174;SEC_411
2007;625;00-02;8;10;18;SEC_625
2007;405;12-15;6;9;15;SEC_405
2007;607;03-11;43;36;79;SEC_607
2007;119;50-64;189;160;349;SEC_119
2007;101;65-74;52;52;104;SEC_101
2007;523;12-15;18;27;45;SEC_523
2007;440;65-74;74;80;154;SEC_440
2007;418;12-15;27;17;44;SEC_418
2007;602;18-24;21;23;44;SEC_602
2007;223;35-49;143;169;312;SEC_223
2007;319;12-15;21;23;44;SEC_319
2007;605;00-02;9;7;16;SEC_605
2007;608;18-24;26;32;58;SEC_608
2007;108;03-11;56;46;102;SEC_108
2007;139;18-24;28;42;70;SEC_139
2007;318;03-11;29;39;68;SEC_318
2007;432;16-17;13;15;28;SEC_432
2007;427;75 i +;54;41;95;SEC_427
2007;246;03-11;51;44;95;SEC_246
2007;430;35-49;109;148;257;SEC_430
2007;106;12-15;26;28;54;SEC_106
2007;420;50-64;105;87;192;SEC_420
2007;626;16-17;14;3;17;SEC_626
2007;626;35-49;89;108;197;SEC_626
2007;220;00-02;12;10;22;SEC_220
2007;632;75 i +;39;26;65;SEC_632
2007;420;16-17;16;14;30;SEC_420
2007;414;03-11;35;39;74;SEC_414
2007;518;16-17;13;14;27;SEC_518
2007;121;65-74;48;31;79;SEC_121
2007;529;00-02;32;24;56;SEC_529
2007;507;35-49;91;109;200;SEC_507
2007;621;00-02;15;20;35;SEC_621
2007;430;75 i +;53;37;90;SEC_430
2007;423;50-64;77;64;141;SEC_423
2007;434;12-15;14;13;27;SEC_434
2007;513;18-24;33;19;52;SEC_513
2007;614;03-11;33;28;61;SEC_614
2007;322;50-64;104;101;205;SEC_322
2007;617;16-17;11;8;19;SEC_617
2007;249;25-34;115;105;220;SEC_249
2007;130;35-49;123;131;254;SEC_130
2007;219;25-34;110;128;238;SEC_219
2007;535;16-17;9;12;21;SEC_535
2007;139;12-15;15;14;29;SEC_139
2007;127;75 i +;40;31;71;SEC_127
2007;241;65-74;39;40;79;SEC_241
2007;425;75 i +;59;47;106;SEC_425
2007;242;00-02;16;15;31;SEC_242
2007;513;03-11;37;30;67;SEC_513
2007;243;25-34;136;138;274;SEC_243
2007;220;50-64;62;51;113;SEC_220
2007;412;12-15;32;34;66;SEC_412
2007;315;18-24;66;67;133;SEC_315
2007;124;12-15;6;13;19;SEC_124
2007;509;16-17;8;3;11;SEC_509
2007;241;35-49;113;96;209;SEC_241
2007;419;16-17;9;7;16;SEC_419
2007;530;18-24;59;54;113;SEC_530
2007;502;25-34;147;160;307;SEC_502
2007;432;00-02;20;11;31;SEC_432
2007;438;25-34;91;93;184;SEC_438
2007;607;35-49;126;131;257;SEC_607
2007;207;00-02;19;7;26;SEC_207
2007;248;65-74;51;48;99;SEC_248
2007;611;75 i +;72;47;119;SEC_611
2007;437;25-34;80;108;188;SEC_437
2007;529;75 i +;76;42;118;SEC_529
2007;410;50-64;164;155;319;SEC_410
2007;619;18-24;46;58;104;SEC_619
2007;631;18-24;30;22;52;SEC_631
2007;219;16-17;10;10;20;SEC_219
2007;630;75 i +;35;19;54;SEC_630
2007;228;00-02;7;15;22;SEC_228
2007;434;65-74;33;14;47;SEC_434
2007;130;00-02;14;11;25;SEC_130
2007;308;75 i +;82;50;132;SEC_308
2007;606;35-49;123;139;262;SEC_606
2007;531;16-17;10;10;20;SEC_531
2007;610;00-02;11;14;25;SEC_610
2007;118;12-15;29;35;64;SEC_118
2007;324;12-15;18;22;40;SEC_324
2007;627;18-24;46;59;105;SEC_627
2007;415;12-15;14;14;28;SEC_415
2007;501;00-02;4;13;17;SEC_501
2007;401;50-64;93;94;187;SEC_401
2007;112;50-64;169;169;338;SEC_112
2007;301;03-11;102;99;201;SEC_301
2007;230;25-34;104;107;211;SEC_230
2007;323;65-74;82;70;152;SEC_323
2007;616;75 i +;49;33;82;SEC_616
2007;402;25-34;82;81;163;SEC_402
2007;112;16-17;13;20;33;SEC_112
2007;603;25-34;50;60;110;SEC_603
2007;228;16-17;12;8;20;SEC_228
2007;441;12-15;32;32;64;SEC_441
2007;322;18-24;38;52;90;SEC_322
2007;609;03-11;34;28;62;SEC_609
2007;510;00-02;10;18;28;SEC_510
2007;441;65-74;76;80;156;SEC_441
2007;324;35-49;119;129;248;SEC_324
2007;104;65-74;54;36;90;SEC_104
2007;302;00-02;14;18;32;SEC_302
2007;130;75 i +;74;49;123;SEC_130
2007;524;75 i +;64;34;98;SEC_524
2007;221;75 i +;55;41;96;SEC_221
2007;128;12-15;18;14;32;SEC_128
2007;116;50-64;177;147;324;SEC_116
2007;422;00-02;20;17;37;SEC_422
2007;420;75 i +;69;35;104;SEC_420
2007;509;65-74;42;36;78;SEC_509
2007;118;03-11;71;55;126;SEC_118
2007;114;25-34;148;142;290;SEC_114
2007;510;75 i +;67;36;103;SEC_510
2007;615;00-02;8;12;20;SEC_615
2007;124;00-02;13;14;27;SEC_124
2007;622;00-02;9;13;22;SEC_622
2007;617;00-02;11;10;21;SEC_617
2007;216;35-49;146;147;293;SEC_216
2007;125;50-64;178;158;336;SEC_125
2007;608;03-11;24;28;52;SEC_608
2007;623;75 i +;56;31;87;SEC_623
2007;214;75 i +;29;18;47;SEC_214
2007;236;12-15;21;15;36;SEC_236
2007;325;35-49;196;172;368;SEC_325
2007;305;75 i +;101;56;157;SEC_305
2007;501;16-17;9;11;20;SEC_501
2007;245;03-11;46;39;85;SEC_245
2007;508;35-49;55;78;133;SEC_508
2007;441;35-49;212;199;411;SEC_441
2007;409;35-49;88;82;170;SEC_409
2007;428;75 i +;36;24;60;SEC_428
2007;624;75 i +;36;23;59;SEC_624
2007;113;65-74;49;45;94;SEC_113
2007;133;65-74;47;34;81;SEC_133
2007;109;25-34;82;78;160;SEC_109
2007;107;16-17;11;21;32;SEC_107
2007;407;25-34;103;118;221;SEC_407
2007;522;00-02;20;26;46;SEC_522
2007;319;25-34;188;209;397;SEC_319
2007;322;65-74;58;47;105;SEC_322
2007;433;25-34;143;187;330;SEC_433
2007;524;12-15;22;23;45;SEC_524
2007;510;25-34;82;103;185;SEC_510
2007;121;50-64;41;42;83;SEC_121
2007;305;50-64;163;160;323;SEC_305
2007;115;75 i +;75;37;112;SEC_115
2007;609;18-24;31;31;62;SEC_609
2007;247;00-02;22;29;51;SEC_247
2007;231;03-11;51;45;96;SEC_231
2007;420;00-02;28;34;62;SEC_420
2007;629;12-15;8;9;17;SEC_629
2007;622;18-24;28;30;58;SEC_622
2007;620;65-74;43;46;89;SEC_620
2007;105;35-49;151;135;286;SEC_105
2007;136;35-49;131;148;279;SEC_136
2007;417;16-17;7;3;10;SEC_417
2007;404;35-49;143;164;307;SEC_404
2007;420;12-15;25;30;55;SEC_420
2007;116;16-17;12;12;24;SEC_116
2007;102;18-24;51;50;101;SEC_102
2007;213;75 i +;56;28;84;SEC_213
2007;320;65-74;37;35;72;SEC_320
2007;618;00-02;9;10;19;SEC_618
2007;435;00-02;17;29;46;SEC_435
2007;234;16-17;6;13;19;SEC_234
2007;529;16-17;10;18;28;SEC_529
2007;109;00-02;14;14;28;SEC_109
2007;324;18-24;41;48;89;SEC_324
2007;223;00-02;17;21;38;SEC_223
2007;437;65-74;50;36;86;SEC_437
2007;204;75 i +;45;19;64;SEC_204
2007;216;12-15;32;16;48;SEC_216
2007;131;18-24;52;63;115;SEC_131
2007;309;35-49;103;107;210;SEC_309
2007;526;75 i +;35;21;56;SEC_526
2007;206;50-64;69;67;136;SEC_206
2007;435;65-74;51;34;85;SEC_435
2007;303;35-49;145;163;308;SEC_303
2007;127;35-49;103;110;213;SEC_127
2007;246;35-49;114;165;279;SEC_246
2007;106;18-24;105;81;186;SEC_106
2007;319;65-74;47;41;88;SEC_319
2007;301;18-24;72;76;148;SEC_301
2007;429;16-17;4;8;12;SEC_429
2007;248;25-34;112;134;246;SEC_248
2007;427;18-24;39;37;76;SEC_427
2007;531;00-02;14;17;31;SEC_531
2007;314;16-17;15;36;51;SEC_314
2007;206;65-74;58;36;94;SEC_206
2007;232;12-15;16;12;28;SEC_232
2007;441;18-24;117;98;215;SEC_441
2007;212;50-64;103;106;209;SEC_212
2007;424;65-74;38;24;62;SEC_424
2007;522;50-64;62;56;118;SEC_522
2007;205;50-64;96;76;172;SEC_205
2007;325;16-17;10;15;25;SEC_325
2007;437;75 i +;36;23;59;SEC_437
2007;129;35-49;129;144;273;SEC_129
2007;512;12-15;19;12;31;SEC_512
2007;618;65-74;27;34;61;SEC_618
2007;305;35-49;209;183;392;SEC_305
2007;434;25-34;52;65;117;SEC_434
2007;439;00-02;16;28;44;SEC_439
2007;501;25-34;89;119;208;SEC_501
2007;422;75 i +;74;46;120;SEC_422
2007;116;12-15;30;21;51;SEC_116
2007;422;25-34;124;145;269;SEC_422
2007;611;12-15;33;29;62;SEC_611
2007;203;75 i +;54;31;85;SEC_203
2007;119;16-17;8;16;24;SEC_119
2007;534;65-74;57;54;111;SEC_534
2007;219;75 i +;88;55;143;SEC_219
2007;214;25-34;93;112;205;SEC_214
2007;248;03-11;53;51;104;SEC_248
2007;313;12-15;35;22;57;SEC_313
2007;209;35-49;125;124;249;SEC_209
2007;124;25-34;65;70;135;SEC_124
2007;131;50-64;179;175;354;SEC_131
2007;209;65-74;57;49;106;SEC_209
2007;426;50-64;71;62;133;SEC_426
2007;111;50-64;104;73;177;SEC_111
2007;323;18-24;135;132;267;SEC_323
2007;319;00-02;34;51;85;SEC_319
2007;418;35-49;158;179;337;SEC_418
2007;239;18-24;39;54;93;SEC_239
2007;521;03-11;29;37;66;SEC_521
2007;618;35-49;73;71;144;SEC_618
2007;518;18-24;59;50;109;SEC_518
2007;201;00-02;8;9;17;SEC_201
2007;503;35-49;83;69;152;SEC_503
2007;225;18-24;29;33;62;SEC_225
2007;520;00-02;12;10;22;SEC_520
2007;621;18-24;51;59;110;SEC_621
2007;241;25-34;75;73;148;SEC_241
2007;434;18-24;31;40;71;SEC_434
2007;531;35-49;107;132;239;SEC_531
2007;121;12-15;15;15;30;SEC_121
2007;204;12-15;10;9;19;SEC_204
2007;511;16-17;10;7;17;SEC_511
2007;509;00-02;15;19;34;SEC_509
2007;239;16-17;10;7;17;SEC_239
2007;629;35-49;61;70;131;SEC_629
2007;604;65-74;41;40;81;SEC_604
2007;104;03-11;41;36;77;SEC_104
2007;309;50-64;80;71;151;SEC_309
2007;319;18-24;61;73;134;SEC_319
2007;129;75 i +;45;28;73;SEC_129
2007;621;25-34;129;161;290;SEC_621
2007;321;25-34;193;167;360;SEC_321
2007;312;03-11;47;60;107;SEC_312
2007;105;03-11;35;49;84;SEC_105
2007;510;12-15;14;18;32;SEC_510
