AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
1996;322;03-11;45;48;93;SEC_322
1996;434;16-17;12;7;19;SEC_434
1996;442;25-34;56;49;105;SEC_442
1996;115;18-24;70;119;189;SEC_115
1996;102;03-11;53;58;111;SEC_102
1996;418;18-24;68;58;126;SEC_418
1996;529;00-02;4;9;13;SEC_529
1996;302;65-74;47;44;91;SEC_302
1996;514;65-74;33;34;67;SEC_514
1996;114;03-11;62;42;104;SEC_114
1996;217;16-17;4;7;11;SEC_217
1996;503;25-34;70;54;124;SEC_503
1996;433;35-49;81;81;162;SEC_433
1996;305;00-02;15;14;29;SEC_305
1996;433;03-11;46;27;73;SEC_433
1996;610;03-11;36;42;78;SEC_610
1996;408;00-02;9;7;16;SEC_408
1996;502;75 i +;50;24;74;SEC_502
1996;538;50-64;163;129;292;SEC_538
1996;302;25-34;131;135;266;SEC_302
1996;514;75 i +;29;15;44;SEC_514
1996;501;18-24;129;143;272;SEC_501
1996;110;75 i +;42;22;64;SEC_110
1996;308;16-17;26;19;45;SEC_308
1996;512;12-15;11;9;20;SEC_512
1996;228;75 i +;27;17;44;SEC_228
1996;504;35-49;103;97;200;SEC_504
1996;625;65-74;18;23;41;SEC_625
1996;520;16-17;11;15;26;SEC_520
1996;408;65-74;48;42;90;SEC_408
1996;531;35-49;78;74;152;SEC_531
1996;317;75 i +;44;16;60;SEC_317
1996;602;16-17;6;1;7;SEC_602
1996;414;12-15;14;22;36;SEC_414
1996;422;16-17;8;13;21;SEC_422
1996;135;65-74;58;51;109;SEC_135
1996;439;12-15;5;21;26;SEC_439
1996;222;25-34;74;62;136;SEC_222
1996;316;03-11;146;159;305;SEC_316
1996;113;50-64;92;93;185;SEC_113
1996;501;12-15;37;39;76;SEC_501
1996;537;18-24;80;78;158;SEC_537
1996;525;16-17;13;15;28;SEC_525
1996;421;50-64;153;134;287;SEC_421
1996;233;18-24;32;45;77;SEC_233
1996;322;25-34;90;106;196;SEC_322
1996;607;03-11;31;42;73;SEC_607
1996;618;35-49;74;53;127;SEC_618
1996;624;65-74;31;34;65;SEC_624
1996;321;25-34;171;166;337;SEC_321
1996;234;16-17;5;7;12;SEC_234
1996;111;16-17;10;20;30;SEC_111
1996;612;16-17;14;17;31;SEC_612
1996;504;16-17;9;25;34;SEC_504
1996;502;03-11;51;44;95;SEC_502
1996;119;18-24;137;135;272;SEC_119
1996;423;25-34;82;80;162;SEC_423
1996;225;75 i +;25;25;50;SEC_225
1996;623;00-02;20;19;39;SEC_623
1996;417;65-74;42;31;73;SEC_417
1996;111;03-11;50;37;87;SEC_111
1996;130;03-11;25;27;52;SEC_130
1996;407;25-34;95;112;207;SEC_407
1996;205;03-11;33;37;70;SEC_205
1996;110;16-17;24;31;55;SEC_110
1996;440;16-17;20;18;38;SEC_440
1996;427;12-15;13;12;25;SEC_427
1996;301;75 i +;78;27;105;SEC_301
1996;238;75 i +;52;25;77;SEC_238
1996;132;65-74;64;59;123;SEC_132
1996;130;16-17;7;6;13;SEC_130
1996;323;00-02;37;39;76;SEC_323
1996;312;00-02;11;14;25;SEC_312
1996;202;50-64;78;77;155;SEC_202
1996;515;12-15;13;5;18;SEC_515
1996;414;35-49;84;70;154;SEC_414
1996;124;16-17;13;9;22;SEC_124
1996;412;65-74;68;75;143;SEC_412
1996;538;03-11;24;35;59;SEC_538
1996;631;03-11;44;28;72;SEC_631
1996;625;16-17;32;42;74;SEC_625
1996;433;50-64;84;89;173;SEC_433
1996;424;16-17;6;12;18;SEC_424
1996;138;18-24;54;53;107;SEC_138
1996;135;50-64;129;139;268;SEC_135
1996;232;18-24;50;53;103;SEC_232
1996;311;18-24;87;87;174;SEC_311
1996;610;18-24;118;137;255;SEC_610
1996;205;35-49;104;102;206;SEC_205
1996;441;16-17;39;30;69;SEC_441
1996;401;75 i +;27;13;40;SEC_401
1996;209;35-49;79;88;167;SEC_209
1996;604;16-17;13;19;32;SEC_604
1996;439;16-17;9;6;15;SEC_439
1996;511;03-11;10;20;30;SEC_511
1996;230;00-02;6;10;16;SEC_230
1996;606;50-64;133;119;252;SEC_606
1996;132;18-24;142;154;296;SEC_132
1996;319;65-74;31;27;58;SEC_319
1996;422;12-15;27;17;44;SEC_422
1996;437;18-24;54;54;108;SEC_437
1996;123;18-24;69;64;133;SEC_123
1996;615;65-74;27;21;48;SEC_615
1996;622;03-11;47;49;96;SEC_622
1996;523;75 i +;81;33;114;SEC_523
1996;530;12-15;20;33;53;SEC_530
1996;420;12-15;20;24;44;SEC_420
1996;406;35-49;145;144;289;SEC_406
1996;134;25-34;105;99;204;SEC_134
1996;316;25-34;91;72;163;SEC_316
1996;415;75 i +;36;20;56;SEC_415
1996;623;16-17;35;34;69;SEC_623
1996;522;12-15;25;18;43;SEC_522
1996;227;35-49;56;48;104;SEC_227
1996;311;25-34;126;122;248;SEC_311
1996;518;65-74;56;53;109;SEC_518
1996;502;25-34;107;127;234;SEC_502
1996;424;35-49;54;53;107;SEC_424
1996;134;50-64;112;106;218;SEC_134
1996;520;12-15;11;22;33;SEC_520
1996;628;12-15;29;35;64;SEC_628
1996;204;16-17;3;8;11;SEC_204
1996;121;16-17;6;5;11;SEC_121
1996;529;25-34;99;105;204;SEC_529
1996;249;65-74;69;64;133;SEC_249
